Country_code;ZIP;County;Region
CZ;56162;Ústí nad Orlicí;Pardubický kraj
CZ;56163;Ústí nad Orlicí;Pardubický kraj
CZ;56164;Ústí nad Orlicí;Pardubický kraj
CZ;56165;Ústí nad Orlicí;Pardubický kraj
CZ;56166;Ústí nad Orlicí;Pardubický kraj
CZ;56167;Ústí nad Orlicí;Pardubický kraj
CZ;56168;Ústí nad Orlicí;Pardubický kraj
CZ;56169;Ústí nad Orlicí;Pardubický kraj
CZ;56170;Ústí nad Orlicí;Pardubický kraj
CZ;56181;Ústí nad Orlicí;Pardubický kraj
CZ;56182;Ústí nad Orlicí;Pardubický kraj
CZ;56184;Ústí nad Orlicí;Pardubický kraj
CZ;56185;Ústí nad Orlicí;Pardubický kraj
CZ;56186;Ústí nad Orlicí;Pardubický kraj
CZ;56201;Ústí nad Orlicí;Pardubický kraj
CZ;56203;Ústí nad Orlicí;Pardubický kraj
CZ;56204;Ústí nad Orlicí;Pardubický kraj
CZ;56206;Ústí nad Orlicí;Pardubický kraj
CZ;56301;Ústí nad Orlicí;Pardubický kraj
CZ;56401;Ústí nad Orlicí;Pardubický kraj
CZ;56501;Ústí nad Orlicí;Pardubický kraj
CZ;56542;Ústí nad Orlicí;Pardubický kraj
CZ;56543;Ústí nad Orlicí;Pardubický kraj
CZ;56544;Ústí nad Orlicí;Pardubický kraj
CZ;56552;Ústí nad Orlicí;Pardubický kraj
CZ;56555;Ústí nad Orlicí;Pardubický kraj
CZ;56601;Ústí nad Orlicí;Pardubický kraj
SK;99001;Veľký Krtíš;Banskobystrický kraj
SK;99101;Veľký Krtíš;Banskobystrický kraj
SK;99102;Veľký Krtíš;Banskobystrický kraj
SK;99103;Veľký Krtíš;Banskobystrický kraj
SK;99105;Veľký Krtíš;Banskobystrický kraj
SK;99106;Veľký Krtíš;Banskobystrický kraj
SK;99107;Veľký Krtíš;Banskobystrický kraj
SK;99108;Veľký Krtíš;Banskobystrický kraj
SK;99109;Veľký Krtíš;Banskobystrický kraj
SK;99110;Veľký Krtíš;Banskobystrický kraj
SK;99111;Veľký Krtíš;Banskobystrický kraj
SK;99121;Veľký Krtíš;Banskobystrický kraj
SK;99122;Veľký Krtíš;Banskobystrický kraj
SK;99123;Veľký Krtíš;Banskobystrický kraj
SK;99124;Veľký Krtíš;Banskobystrický kraj
SK;99125;Veľký Krtíš;Banskobystrický kraj
SK;99126;Veľký Krtíš;Banskobystrický kraj
SK;99127;Veľký Krtíš;Banskobystrický kraj
SK;99128;Veľký Krtíš;Banskobystrický kraj
SK;99135;Veľký Krtíš;Banskobystrický kraj
SK;99141;Veľký Krtíš;Banskobystrický kraj
SK;99142;Veľký Krtíš;Banskobystrický kraj
SK;99201;Veľký Krtíš;Banskobystrický kraj
SK;09301;Vranov nad Topľou;Prešovský kraj
SK;09302;Vranov nad Topľou;Prešovský kraj
SK;09303;Vranov nad Topľou;Prešovský kraj
SK;09401;Vranov nad Topľou;Prešovský kraj
SK;09402;Vranov nad Topľou;Prešovský kraj
SK;09403;Vranov nad Topľou;Prešovský kraj
SK;09404;Vranov nad Topľou;Prešovský kraj
SK;09405;Vranov nad Topľou;Prešovský kraj
SK;09406;Vranov nad Topľou;Prešovský kraj
SK;09409;Vranov nad Topľou;Prešovský kraj
SK;09412;Vranov nad Topľou;Prešovský kraj
SK;09413;Vranov nad Topľou;Prešovský kraj
SK;09414;Vranov nad Topľou;Prešovský kraj
SK;09415;Vranov nad Topľou;Prešovský kraj
SK;09421;Vranov nad Topľou;Prešovský kraj
SK;09422;Vranov nad Topľou;Prešovský kraj
SK;09423;Vranov nad Topľou;Prešovský kraj
SK;09431;Vranov nad Topľou;Prešovský kraj
SK;09433;Vranov nad Topľou;Prešovský kraj
SK;09434;Vranov nad Topľou;Prešovský kraj
SK;09435;Vranov nad Topľou;Prešovský kraj
CZ;75501;Vsetín;Zlínský kraj
CZ;75601;Vsetín;Zlínský kraj
CZ;75602;Vsetín;Zlínský kraj
CZ;75603;Vsetín;Zlínský kraj
CZ;75604;Vsetín;Zlínský kraj
CZ;75605;Vsetín;Zlínský kraj
CZ;75606;Vsetín;Zlínský kraj
CZ;75607;Vsetín;Zlínský kraj
CZ;75611;Vsetín;Zlínský kraj
CZ;75612;Vsetín;Zlínský kraj
CZ;75614;Vsetín;Zlínský kraj
CZ;75621;Vsetín;Zlínský kraj
CZ;75622;Vsetín;Zlínský kraj
CZ;75623;Vsetín;Zlínský kraj
CZ;75624;Vsetín;Zlínský kraj
CZ;75625;Vsetín;Zlínský kraj
CZ;75627;Vsetín;Zlínský kraj
CZ;75631;Vsetín;Zlínský kraj
CZ;75641;Vsetín;Zlínský kraj
CZ;75642;Vsetín;Zlínský kraj
CZ;75643;Vsetín;Zlínský kraj
CZ;75644;Vsetín;Zlínský kraj
CZ;75645;Vsetín;Zlínský kraj
CZ;75651;Vsetín;Zlínský kraj
CZ;75652;Vsetín;Zlínský kraj
CZ;75653;Vsetín;Zlínský kraj
CZ;75654;Vsetín;Zlínský kraj
CZ;75655;Vsetín;Zlínský kraj
CZ;75656;Vsetín;Zlínský kraj
CZ;75657;Vsetín;Zlínský kraj
CZ;75661;Vsetín;Zlínský kraj
CZ;75662;Vsetín;Zlínský kraj
CZ;75663;Vsetín;Zlínský kraj
CZ;75701;Vsetín;Zlínský kraj
CZ;68201;Vyškov;Jihomoravský kraj
CZ;68301;Vyškov;Jihomoravský kraj
CZ;68303;Vyškov;Jihomoravský kraj
CZ;68304;Vyškov;Jihomoravský kraj
CZ;68305;Vyškov;Jihomoravský kraj
CZ;68308;Vyškov;Jihomoravský kraj
CZ;68321;Vyškov;Jihomoravský kraj
CZ;68323;Vyškov;Jihomoravský kraj
CZ;68333;Vyškov;Jihomoravský kraj
CZ;68335;Vyškov;Jihomoravský kraj
CZ;68341;Vyškov;Jihomoravský kraj
CZ;68351;Vyškov;Jihomoravský kraj
CZ;68352;Vyškov;Jihomoravský kraj
CZ;68354;Vyškov;Jihomoravský kraj
CZ;68401;Vyškov;Jihomoravský kraj
CZ;68501;Vyškov;Jihomoravský kraj
CZ;79805;Vyškov;Jihomoravský kraj
SK;95152;Zlaté Moravce;Nitriansky kraj
SK;95162;Zlaté Moravce;Nitriansky kraj
SK;95171;Zlaté Moravce;Nitriansky kraj
SK;95172;Zlaté Moravce;Nitriansky kraj
SK;95175;Zlaté Moravce;Nitriansky kraj
SK;95176;Zlaté Moravce;Nitriansky kraj
SK;95177;Zlaté Moravce;Nitriansky kraj
SK;95181;Zlaté Moravce;Nitriansky kraj
SK;95182;Zlaté Moravce;Nitriansky kraj
SK;95185;Zlaté Moravce;Nitriansky kraj
SK;95187;Zlaté Moravce;Nitriansky kraj
SK;95191;Zlaté Moravce;Nitriansky kraj
SK;95192;Zlaté Moravce;Nitriansky kraj
SK;95193;Zlaté Moravce;Nitriansky kraj
SK;95194;Zlaté Moravce;Nitriansky kraj
SK;95195;Zlaté Moravce;Nitriansky kraj
SK;95196;Zlaté Moravce;Nitriansky kraj
SK;95197;Zlaté Moravce;Nitriansky kraj
SK;95301;Zlaté Moravce;Nitriansky kraj
SK;95305;Zlaté Moravce;Nitriansky kraj
SK;96654;Zlaté Moravce;Nitriansky kraj
CZ;76001;Zlín;Zlínský kraj
CZ;76005;Zlín;Zlínský kraj
CZ;76301;Zlín;Zlínský kraj
CZ;76302;Zlín;Zlínský kraj
CZ;76307;Zlín;Zlínský kraj
CZ;76311;Zlín;Zlínský kraj
CZ;76312;Zlín;Zlínský kraj
CZ;76313;Zlín;Zlínský kraj
CZ;76314;Zlín;Zlínský kraj
CZ;76315;Zlín;Zlínský kraj
CZ;76316;Zlín;Zlínský kraj
CZ;76317;Zlín;Zlínský kraj
CZ;76318;Zlín;Zlínský kraj
CZ;76319;Zlín;Zlínský kraj
CZ;76321;Zlín;Zlínský kraj
CZ;76323;Zlín;Zlínský kraj
CZ;76324;Zlín;Zlínský kraj
CZ;76325;Zlín;Zlínský kraj
CZ;76326;Zlín;Zlínský kraj
CZ;76331;Zlín;Zlínský kraj
CZ;76332;Zlín;Zlínský kraj
CZ;76333;Zlín;Zlínský kraj
CZ;76334;Zlín;Zlínský kraj
CZ;76341;Zlín;Zlínský kraj
CZ;76345;Zlín;Zlínský kraj
CZ;76351;Zlín;Zlínský kraj
CZ;76361;Zlín;Zlínský kraj
CZ;76362;Zlín;Zlínský kraj
CZ;76363;Zlín;Zlínský kraj
CZ;76364;Zlín;Zlínský kraj
CZ;76502;Zlín;Zlínský kraj
CZ;76601;Zlín;Zlínský kraj
CZ;76821;Zlín;Zlínský kraj
CZ;66902;Znojmo;Jihomoravský kraj
CZ;66904;Znojmo;Jihomoravský kraj
CZ;67101;Znojmo;Jihomoravský kraj
CZ;67102;Znojmo;Jihomoravský kraj
CZ;67103;Znojmo;Jihomoravský kraj
CZ;67106;Znojmo;Jihomoravský kraj
CZ;67107;Znojmo;Jihomoravský kraj
CZ;67110;Znojmo;Jihomoravský kraj
CZ;67122;Znojmo;Jihomoravský kraj
CZ;67123;Znojmo;Jihomoravský kraj
CZ;67124;Znojmo;Jihomoravský kraj
CZ;67125;Znojmo;Jihomoravský kraj
CZ;67126;Znojmo;Jihomoravský kraj
CZ;67127;Znojmo;Jihomoravský kraj
CZ;67128;Znojmo;Jihomoravský kraj
CZ;67129;Znojmo;Jihomoravský kraj
CZ;67131;Znojmo;Jihomoravský kraj
CZ;67132;Znojmo;Jihomoravský kraj
CZ;67133;Znojmo;Jihomoravský kraj
CZ;67134;Znojmo;Jihomoravský kraj
CZ;67138;Znojmo;Jihomoravský kraj
CZ;67139;Znojmo;Jihomoravský kraj
CZ;67140;Znojmo;Jihomoravský kraj
CZ;67142;Znojmo;Jihomoravský kraj
CZ;67151;Znojmo;Jihomoravský kraj
CZ;67152;Znojmo;Jihomoravský kraj
CZ;67153;Znojmo;Jihomoravský kraj
CZ;67154;Znojmo;Jihomoravský kraj
CZ;67155;Znojmo;Jihomoravský kraj
CZ;67156;Znojmo;Jihomoravský kraj
CZ;67161;Znojmo;Jihomoravský kraj
CZ;67162;Znojmo;Jihomoravský kraj
CZ;67163;Znojmo;Jihomoravský kraj
CZ;67164;Znojmo;Jihomoravský kraj
CZ;67165;Znojmo;Jihomoravský kraj
CZ;67167;Znojmo;Jihomoravský kraj
CZ;67168;Znojmo;Jihomoravský kraj
CZ;67169;Znojmo;Jihomoravský kraj
CZ;67171;Znojmo;Jihomoravský kraj
CZ;67172;Znojmo;Jihomoravský kraj
CZ;67173;Znojmo;Jihomoravský kraj
CZ;67175;Znojmo;Jihomoravský kraj
CZ;67176;Znojmo;Jihomoravský kraj
CZ;67178;Znojmo;Jihomoravský kraj
CZ;67181;Znojmo;Jihomoravský kraj
CZ;67182;Znojmo;Jihomoravský kraj
CZ;67201;Znojmo;Jihomoravský kraj
SK;96001;Zvolen;Banskobystrický kraj
SK;96201;Zvolen;Banskobystrický kraj
SK;96221;Zvolen;Banskobystrický kraj
SK;96223;Zvolen;Banskobystrický kraj
SK;96231;Zvolen;Banskobystrický kraj
SK;96233;Zvolen;Banskobystrický kraj
SK;96234;Zvolen;Banskobystrický kraj
SK;96237;Zvolen;Banskobystrický kraj
SK;96261;Zvolen;Banskobystrický kraj
SK;96262;Zvolen;Banskobystrický kraj
SK;96263;Zvolen;Banskobystrický kraj
SK;96611;Zvolen;Banskobystrický kraj
SK;96641;Žarnovica;Banskobystrický kraj
SK;96642;Žarnovica;Banskobystrický kraj
SK;96651;Žarnovica;Banskobystrický kraj
SK;96652;Žarnovica;Banskobystrický kraj
SK;96653;Žarnovica;Banskobystrický kraj
SK;96661;Žarnovica;Banskobystrický kraj
SK;96663;Žarnovica;Banskobystrický kraj
SK;96671;Žarnovica;Banskobystrický kraj
SK;96674;Žarnovica;Banskobystrický kraj
SK;96677;Žarnovica;Banskobystrický kraj
SK;96678;Žarnovica;Banskobystrický kraj
SK;96681;Žarnovica;Banskobystrický kraj
SK;96801;Žarnovica;Banskobystrický kraj
CZ;59101;Žďár nad Sázavou;Kraj Vysočina
CZ;59102;Žďár nad Sázavou;Kraj Vysočina
CZ;59201;Žďár nad Sázavou;Kraj Vysočina
CZ;59202;Žďár nad Sázavou;Kraj Vysočina
CZ;59203;Žďár nad Sázavou;Kraj Vysočina
CZ;59204;Žďár nad Sázavou;Kraj Vysočina
CZ;59211;Žďár nad Sázavou;Kraj Vysočina
CZ;59212;Žďár nad Sázavou;Kraj Vysočina
CZ;59213;Žďár nad Sázavou;Kraj Vysočina
CZ;59214;Žďár nad Sázavou;Kraj Vysočina
CZ;59231;Žďár nad Sázavou;Kraj Vysočina
CZ;59232;Žďár nad Sázavou;Kraj Vysočina
CZ;59233;Žďár nad Sázavou;Kraj Vysočina
CZ;59241;Žďár nad Sázavou;Kraj Vysočina
CZ;59242;Žďár nad Sázavou;Kraj Vysočina
CZ;59244;Žďár nad Sázavou;Kraj Vysočina
CZ;59245;Žďár nad Sázavou;Kraj Vysočina
CZ;59251;Žďár nad Sázavou;Kraj Vysočina
CZ;59252;Žďár nad Sázavou;Kraj Vysočina
CZ;59253;Žďár nad Sázavou;Kraj Vysočina
CZ;59254;Žďár nad Sázavou;Kraj Vysočina
CZ;59255;Žďár nad Sázavou;Kraj Vysočina
CZ;59256;Žďár nad Sázavou;Kraj Vysočina
CZ;59257;Žďár nad Sázavou;Kraj Vysočina
CZ;59263;Žďár nad Sázavou;Kraj Vysočina
CZ;59264;Žďár nad Sázavou;Kraj Vysočina
CZ;59265;Žďár nad Sázavou;Kraj Vysočina
CZ;59266;Žďár nad Sázavou;Kraj Vysočina
CZ;59401;Žďár nad Sázavou;Kraj Vysočina
CZ;59441;Žďár nad Sázavou;Kraj Vysočina
CZ;59442;Žďár nad Sázavou;Kraj Vysočina
CZ;59444;Žďár nad Sázavou;Kraj Vysočina
CZ;59445;Žďár nad Sázavou;Kraj Vysočina
CZ;59452;Žďár nad Sázavou;Kraj Vysočina
CZ;59454;Žďár nad Sázavou;Kraj Vysočina
CZ;59457;Žďár nad Sázavou;Kraj Vysočina
CZ;59458;Žďár nad Sázavou;Kraj Vysočina
CZ;59461;Žďár nad Sázavou;Kraj Vysočina
CZ;59501;Žďár nad Sázavou;Kraj Vysočina
CZ;67579;Žďár nad Sázavou;Kraj Vysočina
SK;96501;Žiar nad Hronom;Banskobystrický kraj
SK;96601;Žiar nad Hronom;Banskobystrický kraj
SK;96602;Žiar nad Hronom;Banskobystrický kraj
SK;96603;Žiar nad Hronom;Banskobystrický kraj
SK;96604;Žiar nad Hronom;Banskobystrický kraj
SK;96621;Žiar nad Hronom;Banskobystrický kraj
SK;96622;Žiar nad Hronom;Banskobystrický kraj
SK;96623;Žiar nad Hronom;Banskobystrický kraj
SK;96624;Žiar nad Hronom;Banskobystrický kraj
SK;96701;Žiar nad Hronom;Banskobystrický kraj
SK;01001;Žilina;Žilinský kraj
SK;01003;Žilina;Žilinský kraj
SK;01004;Žilina;Žilinský kraj
SK;01009;Žilina;Žilinský kraj
SK;01014;Žilina;Žilinský kraj
SK;01301;Žilina;Žilinský kraj
SK;01302;Žilina;Žilinský kraj
SK;01303;Žilina;Žilinský kraj
SK;01304;Žilina;Žilinský kraj
SK;01305;Žilina;Žilinský kraj
SK;01306;Žilina;Žilinský kraj
SK;01311;Žilina;Žilinský kraj
SK;01312;Žilina;Žilinský kraj
SK;01313;Žilina;Žilinský kraj
SK;01314;Žilina;Žilinský kraj
SK;01315;Žilina;Žilinský kraj
SK;01318;Žilina;Žilinský kraj
SK;01319;Žilina;Žilinský kraj
SK;01322;Žilina;Žilinský kraj
SK;01323;Žilina;Žilinský kraj
SK;01324;Žilina;Žilinský kraj
SK;01325;Žilina;Žilinský kraj
SK;01331;Žilina;Žilinský kraj
SK;01332;Žilina;Žilinský kraj
SK;01341;Žilina;Žilinský kraj
SK;01342;Žilina;Žilinský kraj
SK;01501;Žilina;Žilinský kraj
