country_zip;country_code;country;zip;municipality;county;region;address_count
CZ-28163;CZ;Česko;28163;Oleška;Praha-východ;Středočeský kraj;275
CZ-28163;CZ;Česko;28163;Kostelec nad Černými lesy;Praha-východ;Středočeský kraj;1545
CZ-28163;CZ;Česko;28163;Kouřim;Kolín;Středočeský kraj;53
CZ-28163;CZ;Česko;28163;Kozojedy;Praha-východ;Středočeský kraj;604
CZ-28163;CZ;Česko;28163;Krupá;Kolín;Středočeský kraj;189
CZ-28163;CZ;Česko;28163;Malotice;Kolín;Středočeský kraj;195
CZ-28163;CZ;Česko;28163;Jevany;Praha-východ;Středočeský kraj;6
CZ-28166;CZ;Česko;28166;Jevany;Praha-východ;Středočeský kraj;660
CZ-28167;CZ;Česko;28167;Stříbrná Skalice;Praha-východ;Středočeský kraj;1050
CZ-28171;CZ;Česko;28171;Rostoklaty;Kolín;Středočeský kraj;192
CZ-28201;CZ;Česko;28201;Kšely;Kolín;Středočeský kraj;102
CZ-28201;CZ;Česko;28201;Vrátkov;Kolín;Středočeský kraj;146
CZ-28201;CZ;Česko;28201;Hradešín;Kolín;Středočeský kraj;261
CZ-28201;CZ;Česko;28201;Masojedy;Kolín;Středočeský kraj;97
CZ-28201;CZ;Česko;28201;Tuchoraz;Kolín;Středočeský kraj;236
CZ-28201;CZ;Česko;28201;Tismice;Kolín;Středočeský kraj;207
CZ-28201;CZ;Česko;28201;Rostoklaty;Kolín;Středočeský kraj;53
CZ-28201;CZ;Česko;28201;Klučov;Kolín;Středočeský kraj;454
CZ-28201;CZ;Česko;28201;Chrášťany;Kolín;Středočeský kraj;326
CZ-28201;CZ;Česko;28201;Doubravčice;Kolín;Středočeský kraj;763
CZ-28201;CZ;Česko;28201;Český Brod;Kolín;Středočeský kraj;1974
CZ-28201;CZ;Česko;28201;Břežany II;Kolín;Středočeský kraj;283
CZ-28201;CZ;Česko;28201;Přistoupim;Kolín;Středočeský kraj;195
CZ-28201;CZ;Česko;28201;Mrzky;Kolín;Středočeský kraj;102
CZ-28201;CZ;Česko;28201;Přišimasy;Kolín;Středočeský kraj;368
CZ-28401;CZ;Česko;28401;Malešov;Kutná Hora;Středočeský kraj;107
CZ-28401;CZ;Česko;28401;Záboří nad Labem;Kutná Hora;Středočeský kraj;59
CZ-28401;CZ;Česko;28401;Vidice;Kutná Hora;Středočeský kraj;178
CZ-28401;CZ;Česko;28401;Suchdol;Kutná Hora;Středočeský kraj;214
CZ-28401;CZ;Česko;28401;Miskovice;Kutná Hora;Středočeský kraj;384
CZ-28401;CZ;Česko;28401;Svatý Mikuláš;Kutná Hora;Středočeský kraj;462
CZ-28401;CZ;Česko;28401;Křesetice;Kutná Hora;Středočeský kraj;72
CZ-28401;CZ;Česko;28401;Zbraslavice;Kutná Hora;Středočeský kraj;94
CZ-28401;CZ;Česko;28401;Černíny;Kutná Hora;Středočeský kraj;483
CZ-28401;CZ;Česko;28401;Kutná Hora;Kutná Hora;Středočeský kraj;3702
CZ-28401;CZ;Česko;28401;Kobylnice;Kutná Hora;Středočeský kraj;77
CZ-28401;CZ;Česko;28401;Bernardov;Kutná Hora;Středočeský kraj;87
CZ-28401;CZ;Česko;28401;Štipoklasy;Kutná Hora;Středočeský kraj;67
CZ-28401;CZ;Česko;28401;Rohozec;Kutná Hora;Středočeský kraj;157
CZ-28401;CZ;Česko;28401;Chlístovice;Kutná Hora;Středočeský kraj;285
CZ-28403;CZ;Česko;28403;Kutná Hora;Kutná Hora;Středočeský kraj;397
CZ-28404;CZ;Česko;28404;Kutná Hora;Kutná Hora;Středočeský kraj;342
CZ-28501;CZ;Česko;28501;Miskovice;Kutná Hora;Středočeský kraj;157
CZ-28502;CZ;Česko;28502;Suchdol;Kutná Hora;Středočeský kraj;275
CZ-28504;CZ;Česko;28504;Košice;Kutná Hora;Středočeský kraj;36
CZ-28504;CZ;Česko;28504;Vavřinec;Kutná Hora;Středočeský kraj;316
CZ-28504;CZ;Česko;28504;Úžice;Kutná Hora;Středočeský kraj;164
CZ-28504;CZ;Česko;28504;Uhlířské Janovice;Kutná Hora;Středočeský kraj;1112
CZ-28504;CZ;Česko;28504;Staňkovice;Kutná Hora;Středočeský kraj;179
CZ-28504;CZ;Česko;28504;Rašovice;Kutná Hora;Středočeský kraj;270
CZ-28504;CZ;Česko;28504;Zbizuby;Kutná Hora;Středočeský kraj;270
CZ-28504;CZ;Česko;28504;Onomyšl;Kutná Hora;Středočeský kraj;168
CZ-28504;CZ;Česko;28504;Nepoměřice;Kutná Hora;Středočeský kraj;28
CZ-28504;CZ;Česko;28504;Chlístovice;Kutná Hora;Středočeský kraj;174
CZ-28504;CZ;Česko;28504;Bečváry;Kolín;Středočeský kraj;127
CZ-28504;CZ;Česko;28504;Sudějov;Kutná Hora;Středočeský kraj;77
CZ-28504;CZ;Česko;28504;Petrovice II;Kutná Hora;Středočeský kraj;125
CZ-28506;CZ;Česko;28506;Xaverov;Benešov;Středočeský kraj;33
CZ-28506;CZ;Česko;28506;Zbizuby;Kutná Hora;Středočeský kraj;47
CZ-28506;CZ;Česko;28506;Sázava;Benešov;Středočeský kraj;1729
CZ-28506;CZ;Česko;28506;Samopše;Kutná Hora;Středočeský kraj;651
CZ-28506;CZ;Česko;28506;Úžice;Kutná Hora;Středočeský kraj;259
CZ-28506;CZ;Česko;28506;Soběšín;Kutná Hora;Středočeský kraj;171
CZ-28506;CZ;Česko;28506;Ledečko;Kutná Hora;Středočeský kraj;408
CZ-28506;CZ;Česko;28506;Choratice;Benešov;Středočeský kraj;35
CZ-28506;CZ;Česko;28506;Podveky;Kutná Hora;Středočeský kraj;169
CZ-28506;CZ;Česko;28506;Rataje nad Sázavou;Kutná Hora;Středočeský kraj;188
CZ-28507;CZ;Česko;28507;Rataje nad Sázavou;Kutná Hora;Středočeský kraj;465
CZ-28509;CZ;Česko;28509;Kácov;Kutná Hora;Středočeský kraj;507
CZ-28509;CZ;Česko;28509;Soběšín;Kutná Hora;Středočeský kraj;31
CZ-28510;CZ;Česko;28510;Čestín;Kutná Hora;Středočeský kraj;116
CZ-28511;CZ;Česko;28511;Nepoměřice;Kutná Hora;Středočeský kraj;76
CZ-28521;CZ;Česko;28521;Zbraslavice;Kutná Hora;Středočeský kraj;681
CZ-28522;CZ;Česko;28522;Zbraslavice;Kutná Hora;Středočeský kraj;339
CZ-28522;CZ;Česko;28522;Vlastějovice;Kutná Hora;Středočeský kraj;290
CZ-28522;CZ;Česko;28522;Zruč nad Sázavou;Kutná Hora;Středočeský kraj;1443
CZ-28522;CZ;Česko;28522;Řendějov;Kutná Hora;Středočeský kraj;158
CZ-28522;CZ;Česko;28522;Petrovice II;Kutná Hora;Středočeský kraj;138
CZ-28522;CZ;Česko;28522;Petrovice I;Kutná Hora;Středočeský kraj;17
CZ-28522;CZ;Česko;28522;Slavošov;Kutná Hora;Středočeský kraj;113
CZ-28522;CZ;Česko;28522;Pertoltice;Kutná Hora;Středočeský kraj;134
CZ-28522;CZ;Česko;28522;Chabeřice;Kutná Hora;Středočeský kraj;221
CZ-28522;CZ;Česko;28522;Horka II;Kutná Hora;Středočeský kraj;324
CZ-28522;CZ;Česko;28522;Čestín;Kutná Hora;Středočeský kraj;290
CZ-28522;CZ;Česko;28522;Bohdaneč;Kutná Hora;Středočeský kraj;140
CZ-28522;CZ;Česko;28522;Dolní Pohleď;Kutná Hora;Středočeský kraj;74
CZ-28522;CZ;Česko;28522;Třebětín;Kutná Hora;Středočeský kraj;77
CZ-28522;CZ;Česko;28522;Kácov;Kutná Hora;Středočeský kraj;147
CZ-28523;CZ;Česko;28523;Vlastějovice;Kutná Hora;Středočeský kraj;294
CZ-28525;CZ;Česko;28525;Bohdaneč;Kutná Hora;Středočeský kraj;168
CZ-28531;CZ;Česko;28531;Nové Dvory;Kutná Hora;Středočeský kraj;324
CZ-28532;CZ;Česko;28532;Hlízov;Kutná Hora;Středočeský kraj;262
CZ-28533;CZ;Česko;28533;Církvice;Kutná Hora;Středočeský kraj;493
CZ-28541;CZ;Česko;28541;Malešov;Kutná Hora;Středočeský kraj;349
CZ-28542;CZ;Česko;28542;Červené Janovice;Kutná Hora;Středočeský kraj;240
CZ-28543;CZ;Česko;28543;Paběnice;Kutná Hora;Středočeský kraj;127
CZ-28545;CZ;Česko;28545;Kluky;Kutná Hora;Středočeský kraj;145
CZ-28546;CZ;Česko;28546;Úmonín;Kutná Hora;Středočeský kraj;85
CZ-28547;CZ;Česko;28547;Křesetice;Kutná Hora;Středočeský kraj;238
CZ-28561;CZ;Česko;28561;Žleby;Kutná Hora;Středočeský kraj;493
CZ-28562;CZ;Česko;28562;Hostovlice;Kutná Hora;Středočeský kraj;123
CZ-28563;CZ;Česko;28563;Potěhy;Kutná Hora;Středočeský kraj;223
CZ-28563;CZ;Česko;28563;Tupadly;Kutná Hora;Středočeský kraj;250
CZ-28564;CZ;Česko;28564;Vlkaneč;Kutná Hora;Středočeský kraj;169
CZ-28565;CZ;Česko;28565;Zbýšov;Kutná Hora;Středočeský kraj;200
CZ-28571;CZ;Česko;28571;Vrdy;Kutná Hora;Středočeský kraj;778
CZ-28572;CZ;Česko;28572;Bílé Podolí;Kutná Hora;Středočeský kraj;158
CZ-28573;CZ;Česko;28573;Horušice;Kutná Hora;Středočeský kraj;108
CZ-28574;CZ;Česko;28574;Záboří nad Labem;Kutná Hora;Středočeský kraj;329
CZ-28575;CZ;Česko;28575;Žehušice;Kutná Hora;Středočeský kraj;282
CZ-28576;CZ;Česko;28576;Chotusice;Kutná Hora;Středočeský kraj;320
CZ-28601;CZ;Česko;28601;Černíny;Kutná Hora;Středočeský kraj;35
CZ-28601;CZ;Česko;28601;Červené Janovice;Kutná Hora;Středočeský kraj;209
CZ-28601;CZ;Česko;28601;Chotusice;Kutná Hora;Středočeský kraj;5
CZ-28601;CZ;Česko;28601;Kluky;Kutná Hora;Středočeský kraj;121
CZ-28601;CZ;Česko;28601;Třebonín;Kutná Hora;Středočeský kraj;78
CZ-28601;CZ;Česko;28601;Krchleby;Kutná Hora;Středočeský kraj;207
CZ-28601;CZ;Česko;28601;Okřesaneč;Kutná Hora;Středočeský kraj;115
CZ-28601;CZ;Česko;28601;Petrovice I;Kutná Hora;Středočeský kraj;198
CZ-28601;CZ;Česko;28601;Vlačice;Kutná Hora;Středočeský kraj;90
CZ-28601;CZ;Česko;28601;Vinaře;Kutná Hora;Středočeský kraj;173
CZ-28601;CZ;Česko;28601;Čáslav;Kutná Hora;Středočeský kraj;2198
CZ-28601;CZ;Česko;28601;Vlkaneč;Kutná Hora;Středočeský kraj;131
CZ-28601;CZ;Česko;28601;Vrdy;Kutná Hora;Středočeský kraj;167
CZ-28601;CZ;Česko;28601;Zbýšov;Kutná Hora;Středočeský kraj;339
CZ-28601;CZ;Česko;28601;Žáky;Kutná Hora;Středočeský kraj;209
CZ-28601;CZ;Česko;28601;Žehušice;Kutná Hora;Středočeský kraj;52
CZ-28601;CZ;Česko;28601;Žleby;Kutná Hora;Středočeský kraj;117
CZ-28601;CZ;Česko;28601;Úmonín;Kutná Hora;Středočeský kraj;207
CZ-28601;CZ;Česko;28601;Bílé Podolí;Kutná Hora;Středočeský kraj;182
CZ-28601;CZ;Česko;28601;Bratčice;Kutná Hora;Středočeský kraj;212
CZ-28601;CZ;Česko;28601;Šebestěnice;Kutná Hora;Středočeský kraj;57
CZ-28601;CZ;Česko;28601;Horka I;Kutná Hora;Středočeský kraj;188
CZ-28601;CZ;Česko;28601;Dobrovítov;Kutná Hora;Středočeský kraj;94
CZ-28601;CZ;Česko;28601;Brambory;Kutná Hora;Středočeský kraj;61
CZ-28601;CZ;Česko;28601;Semtěš;Kutná Hora;Středočeský kraj;156
CZ-28601;CZ;Česko;28601;Starkoč;Kutná Hora;Středočeský kraj;104
CZ-28601;CZ;Česko;28601;Opatovice I;Kutná Hora;Středočeský kraj;183
CZ-28601;CZ;Česko;28601;Bludov;Kutná Hora;Středočeský kraj;27
CZ-28601;CZ;Česko;28601;Třebětín;Kutná Hora;Středočeský kraj;19
CZ-28601;CZ;Česko;28601;Čejkovice;Kutná Hora;Středočeský kraj;31
CZ-28601;CZ;Česko;28601;Močovice;Kutná Hora;Středočeský kraj;184
CZ-28601;CZ;Česko;28601;Vodranty;Kutná Hora;Středočeský kraj;50
CZ-28601;CZ;Česko;28601;Souňov;Kutná Hora;Středočeský kraj;71
CZ-28601;CZ;Česko;28601;Drobovice;Kutná Hora;Středočeský kraj;179
CZ-28601;CZ;Česko;28601;Horky;Kutná Hora;Středočeský kraj;159
CZ-28601;CZ;Česko;28601;Adamov;Kutná Hora;Středočeský kraj;81
CZ-28601;CZ;Česko;28601;Schořov;Kutná Hora;Středočeský kraj;67
CZ-28601;CZ;Česko;28601;Hraběšín;Kutná Hora;Středočeský kraj;80
CZ-28601;CZ;Česko;28601;Třebešice;Kutná Hora;Středočeský kraj;123
CZ-28802;CZ;Česko;28802;Všechlapy;Nymburk;Středočeský kraj;322
CZ-28802;CZ;Česko;28802;Krchleby;Nymburk;Středočeský kraj;303
CZ-28802;CZ;Česko;28802;Kovanice;Nymburk;Středočeský kraj;369
CZ-28802;CZ;Česko;28802;Kamenné Zboží;Nymburk;Středočeský kraj;213
CZ-28802;CZ;Česko;28802;Dvory;Nymburk;Středočeský kraj;242
CZ-28802;CZ;Česko;28802;Budiměřice;Nymburk;Středočeský kraj;273
CZ-28802;CZ;Česko;28802;Nymburk;Nymburk;Středočeský kraj;3033
CZ-28802;CZ;Česko;28802;Netřebice;Nymburk;Středočeský kraj;115
CZ-28802;CZ;Česko;28802;Jizbice;Nymburk;Středočeský kraj;221
CZ-28901;CZ;Česko;28901;Velenice;Nymburk;Středočeský kraj;131
CZ-28901;CZ;Česko;28901;Činěves;Nymburk;Středočeský kraj;273
CZ-28901;CZ;Česko;28901;Dymokury;Nymburk;Středočeský kraj;424
CZ-28901;CZ;Česko;28901;Chotěšice;Nymburk;Středočeský kraj;216
CZ-28902;CZ;Česko;28902;Chotěšice;Nymburk;Středočeský kraj;32
CZ-28902;CZ;Česko;28902;Chroustov;Nymburk;Středočeský kraj;154
CZ-28902;CZ;Česko;28902;Kněžice;Nymburk;Středočeský kraj;326
CZ-28903;CZ;Česko;28903;Sloveč;Nymburk;Středočeský kraj;300
CZ-28903;CZ;Česko;28903;Městec Králové;Nymburk;Středočeský kraj;1120
CZ-28903;CZ;Česko;28903;Chotěšice;Nymburk;Středočeský kraj;24
CZ-28903;CZ;Česko;28903;Záhornice;Nymburk;Středočeský kraj;235
CZ-28903;CZ;Česko;28903;Dlouhopolsko;Nymburk;Středočeský kraj;143
CZ-28904;CZ;Česko;28904;Kolaje;Nymburk;Středočeský kraj;68
CZ-28904;CZ;Česko;28904;Okřínek;Nymburk;Středočeský kraj;27
CZ-28904;CZ;Česko;28904;Opočnice;Nymburk;Středočeský kraj;209
CZ-28904;CZ;Česko;28904;Vlkov pod Oškobrhem;Nymburk;Středočeský kraj;68
CZ-28904;CZ;Česko;28904;Podmoky;Nymburk;Středočeský kraj;111
CZ-28904;CZ;Česko;28904;Vrbice;Nymburk;Středočeský kraj;119
CZ-28905;CZ;Česko;28905;Žehuň;Kolín;Středočeský kraj;256
CZ-28905;CZ;Česko;28905;Hradčany;Nymburk;Středočeský kraj;175
CZ-28905;CZ;Česko;28905;Choťovice;Kolín;Středočeský kraj;145
CZ-28905;CZ;Česko;28905;Dobšice;Nymburk;Středočeský kraj;137
CZ-28906;CZ;Česko;28906;Opolany;Nymburk;Středočeský kraj;153
CZ-28906;CZ;Česko;28906;Sány;Nymburk;Středočeský kraj;278
CZ-28907;CZ;Česko;28907;Libice nad Cidlinou;Nymburk;Středočeský kraj;527
CZ-28907;CZ;Česko;28907;Odřepsy;Nymburk;Středočeský kraj;153
CZ-28907;CZ;Česko;28907;Opolany;Nymburk;Středočeský kraj;329
CZ-28908;CZ;Česko;28908;Běrunice;Nymburk;Středočeský kraj;390
CZ-28908;CZ;Česko;28908;Kněžičky;Nymburk;Středočeský kraj;107
CZ-28911;CZ;Česko;28911;Tatce;Kolín;Středočeský kraj;265
CZ-28911;CZ;Česko;28911;Vrbová Lhota;Nymburk;Středočeský kraj;257
CZ-28911;CZ;Česko;28911;Ratenice;Kolín;Středočeský kraj;265
CZ-28911;CZ;Česko;28911;Milčice;Nymburk;Středočeský kraj;107
CZ-28911;CZ;Česko;28911;Radim;Kolín;Středočeský kraj;2
CZ-28911;CZ;Česko;28911;Dobřichov;Kolín;Středočeský kraj;307
CZ-28911;CZ;Česko;28911;Pečky;Kolín;Středočeský kraj;1485
CZ-28912;CZ;Česko;28912;Velenka;Nymburk;Středočeský kraj;150
CZ-28912;CZ;Česko;28912;Hradištko;Nymburk;Středočeský kraj;811
CZ-28912;CZ;Česko;28912;Kostelní Lhota;Nymburk;Středočeský kraj;394
CZ-28912;CZ;Česko;28912;Sadská;Nymburk;Středočeský kraj;1468
CZ-28912;CZ;Česko;28912;Třebestovice;Nymburk;Středočeský kraj;411
CZ-28913;CZ;Česko;28913;Hořátev;Nymburk;Středočeský kraj;321
CZ-28913;CZ;Česko;28913;Písty;Nymburk;Středočeský kraj;223
CZ-28913;CZ;Česko;28913;Nymburk;Nymburk;Středočeský kraj;19
CZ-28913;CZ;Česko;28913;Zvěřínek;Nymburk;Středočeský kraj;117
CZ-28914;CZ;Česko;28914;Hořany;Nymburk;Středočeský kraj;76
CZ-28914;CZ;Česko;28914;Chrást;Nymburk;Středočeský kraj;225
CZ-28914;CZ;Česko;28914;Poříčany;Kolín;Středočeský kraj;550
CZ-28915;CZ;Česko;28915;Bříství;Nymburk;Středočeský kraj;164
CZ-28915;CZ;Česko;28915;Kounice;Nymburk;Středočeský kraj;629
CZ-28915;CZ;Česko;28915;Vykáň;Nymburk;Středočeský kraj;154
CZ-28915;CZ;Česko;28915;Černíky;Kolín;Středočeský kraj;73
CZ-28916;CZ;Česko;28916;Starý Vestec;Nymburk;Středočeský kraj;100
CZ-28916;CZ;Česko;28916;Přerov nad Labem;Nymburk;Středočeský kraj;476
CZ-28917;CZ;Česko;28917;Semice;Nymburk;Středočeský kraj;432
CZ-28921;CZ;Česko;28921;Kostomlátky;Nymburk;Středočeský kraj;203
CZ-28921;CZ;Česko;28921;Kostomlaty nad Labem;Nymburk;Středočeský kraj;756
CZ-28922;CZ;Česko;28922;Lysá nad Labem;Nymburk;Středočeský kraj;2998
CZ-28922;CZ;Česko;28922;Ostrá;Nymburk;Středočeský kraj;483
CZ-28922;CZ;Česko;28922;Stratov;Nymburk;Středočeský kraj;263
CZ-28922;CZ;Česko;28922;Jiřice;Nymburk;Středočeský kraj;129
CZ-28923;CZ;Česko;28923;Milovice;Nymburk;Středočeský kraj;281
CZ-28924;CZ;Česko;28924;Milovice;Nymburk;Středočeský kraj;1108
CZ-28925;CZ;Česko;28925;Čilec;Nymburk;Středočeský kraj;115
CZ-28925;CZ;Česko;28925;Zbožíčko;Nymburk;Středočeský kraj;117
CZ-28925;CZ;Česko;28925;Straky;Nymburk;Středočeský kraj;253
CZ-28926;CZ;Česko;28926;Stará Lysá;Nymburk;Středočeský kraj;301
CZ-28931;CZ;Česko;28931;Bobnice;Nymburk;Středočeský kraj;360
CZ-28931;CZ;Česko;28931;Chleby;Nymburk;Středočeský kraj;199
CZ-28932;CZ;Česko;28932;Jíkev;Nymburk;Středočeský kraj;199
CZ-28932;CZ;Česko;28932;Oskořínek;Nymburk;Středočeský kraj;249
CZ-28932;CZ;Česko;28932;Hrubý Jeseník;Nymburk;Středočeský kraj;270
CZ-28932;CZ;Česko;28932;Nový Dvůr;Nymburk;Středočeský kraj;43
CZ-28933;CZ;Česko;28933;Křinec;Nymburk;Středočeský kraj;722
CZ-28933;CZ;Česko;28933;Vestec;Nymburk;Středočeský kraj;161
CZ-28934;CZ;Česko;28934;Rožďalovice;Nymburk;Středočeský kraj;773
CZ-28934;CZ;Česko;28934;Košík;Nymburk;Středočeský kraj;88
CZ-28934;CZ;Česko;28934;Chotěšice;Nymburk;Středočeský kraj;50
CZ-28934;CZ;Česko;28934;Seletice;Nymburk;Středočeský kraj;173
CZ-28934;CZ;Česko;28934;Žitovlice;Nymburk;Středočeský kraj;151
CZ-28935;CZ;Česko;28935;Košík;Nymburk;Středočeský kraj;170
CZ-28936;CZ;Česko;28936;Mcely;Nymburk;Středočeský kraj;234
CZ-28937;CZ;Česko;28937;Loučeň;Nymburk;Středočeský kraj;859
CZ-28941;CZ;Česko;28941;Pňov-Předhradí;Kolín;Středočeský kraj;298
CZ-28941;CZ;Česko;28941;Oseček;Nymburk;Středočeský kraj;109
CZ-29001;CZ;Česko;29001;Úmyslovice;Nymburk;Středočeský kraj;165
CZ-29001;CZ;Česko;29001;Sokoleč;Nymburk;Středočeský kraj;436
CZ-29001;CZ;Česko;29001;Senice;Nymburk;Středočeský kraj;97
CZ-29001;CZ;Česko;29001;Poděbrady;Nymburk;Středočeský kraj;3557
CZ-29001;CZ;Česko;29001;Písková Lhota;Nymburk;Středočeský kraj;258
CZ-29001;CZ;Česko;29001;Okřínek;Nymburk;Středočeský kraj;86
CZ-29001;CZ;Česko;29001;Křečkov;Nymburk;Středočeský kraj;184
CZ-29001;CZ;Česko;29001;Choťánky;Nymburk;Středočeský kraj;240
CZ-29001;CZ;Česko;29001;Kouty;Nymburk;Středočeský kraj;149
CZ-29001;CZ;Česko;29001;Pátek;Nymburk;Středočeský kraj;305
CZ-29301;CZ;Česko;29301;Kosmonosy;Mladá Boleslav;Středočeský kraj;152
CZ-29301;CZ;Česko;29301;Dolní Stakory;Mladá Boleslav;Středočeský kraj;120
CZ-29301;CZ;Česko;29301;Kolomuty;Mladá Boleslav;Středočeský kraj;169
CZ-29301;CZ;Česko;29301;Vinec;Mladá Boleslav;Středočeský kraj;105
CZ-29301;CZ;Česko;29301;Dalovice;Mladá Boleslav;Středočeský kraj;112
CZ-29301;CZ;Česko;29301;Bukovno;Mladá Boleslav;Středočeský kraj;197
CZ-29301;CZ;Česko;29301;Plazy;Mladá Boleslav;Středočeský kraj;194
CZ-29301;CZ;Česko;29301;Mladá Boleslav;Mladá Boleslav;Středočeský kraj;5283
CZ-29301;CZ;Česko;29301;Řepov;Mladá Boleslav;Středočeský kraj;247
CZ-29301;CZ;Česko;29301;Nepřevázka;Mladá Boleslav;Středočeský kraj;166
CZ-29306;CZ;Česko;29306;Bakov nad Jizerou;Mladá Boleslav;Středočeský kraj;1
CZ-29306;CZ;Česko;29306;Bradlec;Mladá Boleslav;Středočeský kraj;531
CZ-29306;CZ;Česko;29306;Kosmonosy;Mladá Boleslav;Středočeský kraj;1459
CZ-29307;CZ;Česko;29307;Josefův Důl;Mladá Boleslav;Středočeský kraj;44
CZ-29307;CZ;Česko;29307;Hrdlořezy;Mladá Boleslav;Středočeský kraj;313
CZ-29401;CZ;Česko;29401;Ptýrov;Mladá Boleslav;Středočeský kraj;7
CZ-29401;CZ;Česko;29401;Bakov nad Jizerou;Mladá Boleslav;Středočeský kraj;1708
CZ-29401;CZ;Česko;29401;Bítouchov;Mladá Boleslav;Středočeský kraj;185
CZ-29401;CZ;Česko;29401;Nová Ves u Bakova;Mladá Boleslav;Středočeský kraj;110
CZ-29402;CZ;Česko;29402;Kněžmost;Mladá Boleslav;Středočeský kraj;1052
CZ-29402;CZ;Česko;29402;Branžež;Mladá Boleslav;Středočeský kraj;291
CZ-29403;CZ;Česko;29403;Obruby;Mladá Boleslav;Středočeský kraj;147
CZ-29404;CZ;Česko;29404;Ujkovice;Mladá Boleslav;Středočeský kraj;99
CZ-29404;CZ;Česko;29404;Obrubce;Mladá Boleslav;Středočeský kraj;119
CZ-29404;CZ;Česko;29404;Řitonice;Mladá Boleslav;Středočeský kraj;48
CZ-29404;CZ;Česko;29404;Dobšín;Mladá Boleslav;Středočeský kraj;230
CZ-29404;CZ;Česko;29404;Osek;Jičín;Královéhradecký kraj;1
CZ-29404;CZ;Česko;29404;Přepeře;Mladá Boleslav;Středočeský kraj;71
CZ-29404;CZ;Česko;29404;Prodašice;Mladá Boleslav;Středočeský kraj;73
CZ-29404;CZ;Česko;29404;Rabakov;Mladá Boleslav;Středočeský kraj;83
CZ-29404;CZ;Česko;29404;Rohatsko;Mladá Boleslav;Středočeský kraj;108
CZ-29404;CZ;Česko;29404;Petkovy;Mladá Boleslav;Středočeský kraj;146
CZ-29404;CZ;Česko;29404;Domousnice;Mladá Boleslav;Středočeský kraj;57
CZ-29404;CZ;Česko;29404;Dolní Bousov;Mladá Boleslav;Středočeský kraj;1166
CZ-29404;CZ;Česko;29404;Veselice;Mladá Boleslav;Středočeský kraj;76
CZ-29405;CZ;Česko;29405;Dlouhá Lhota;Mladá Boleslav;Středočeský kraj;188
CZ-29406;CZ;Česko;29406;Lhotky;Mladá Boleslav;Středočeský kraj;80
CZ-29406;CZ;Česko;29406;Březno;Mladá Boleslav;Středočeský kraj;363
CZ-29406;CZ;Česko;29406;Kněžmost;Mladá Boleslav;Středočeský kraj;48
CZ-29406;CZ;Česko;29406;Nová Telib;Mladá Boleslav;Středočeský kraj;121
CZ-29406;CZ;Česko;29406;Petkovy;Mladá Boleslav;Středočeský kraj;17
CZ-29406;CZ;Česko;29406;Sukorady;Mladá Boleslav;Středočeský kraj;230
CZ-29406;CZ;Česko;29406;Židněves;Mladá Boleslav;Středočeský kraj;180
CZ-29406;CZ;Česko;29406;Husí Lhota;Mladá Boleslav;Středočeský kraj;70
CZ-29411;CZ;Česko;29411;Loukov;Mladá Boleslav;Středočeský kraj;110
CZ-29411;CZ;Česko;29411;Koryta;Mladá Boleslav;Středočeský kraj;45
CZ-29411;CZ;Česko;29411;Sezemice;Mladá Boleslav;Středočeský kraj;72
CZ-29411;CZ;Česko;29411;Žďár;Mladá Boleslav;Středočeský kraj;367
CZ-29411;CZ;Česko;29411;Loukovec;Mladá Boleslav;Středočeský kraj;170
CZ-29411;CZ;Česko;29411;Březina;Mladá Boleslav;Středočeský kraj;166
CZ-29411;CZ;Česko;29411;Mnichovo Hradiště;Mladá Boleslav;Středočeský kraj;66
CZ-29412;CZ;Česko;29412;Žďár;Mladá Boleslav;Středočeský kraj;360
CZ-29413;CZ;Česko;29413;Strážiště;Mladá Boleslav;Středočeský kraj;96
CZ-29413;CZ;Česko;29413;Mohelnice nad Jizerou;Mladá Boleslav;Středočeský kraj;57
CZ-29413;CZ;Česko;29413;Neveklovice;Mladá Boleslav;Středočeský kraj;73
CZ-29413;CZ;Česko;29413;Mnichovo Hradiště;Mladá Boleslav;Středočeský kraj;131
CZ-29413;CZ;Česko;29413;Chocnějovice;Mladá Boleslav;Středočeský kraj;302
CZ-29413;CZ;Česko;29413;Všelibice;Liberec;Liberecký kraj;15
CZ-29414;CZ;Česko;29414;Jivina;Mladá Boleslav;Středočeský kraj;196
CZ-29415;CZ;Česko;29415;Klášter Hradiště nad Jizerou;Mladá Boleslav;Středočeský kraj;386
CZ-29421;CZ;Česko;29421;Bělá pod Bezdězem;Mladá Boleslav;Středočeský kraj;1682
CZ-29423;CZ;Česko;29423;Čistá;Mladá Boleslav;Středočeský kraj;329
CZ-29423;CZ;Česko;29423;Plužná;Mladá Boleslav;Středočeský kraj;100
CZ-29424;CZ;Česko;29424;Březovice;Mladá Boleslav;Středočeský kraj;113
CZ-29425;CZ;Česko;29425;Březovice;Mladá Boleslav;Středočeský kraj;29
CZ-29425;CZ;Česko;29425;Kováň;Mladá Boleslav;Středočeský kraj;57
CZ-29425;CZ;Česko;29425;Krásná Ves;Mladá Boleslav;Středočeský kraj;72
CZ-29425;CZ;Česko;29425;Sudoměř;Mladá Boleslav;Středočeský kraj;57
CZ-29425;CZ;Česko;29425;Bukovno;Mladá Boleslav;Středočeský kraj;77
