country_zip;country_code;country;zip;municipality;county;region;address_count
CZ-68767;CZ;Česko;68767;Březová;Uherské Hradiště;Zlínský kraj;439
CZ-68767;CZ;Česko;68767;Lopeník;Uherské Hradiště;Zlínský kraj;230
CZ-68771;CZ;Česko;68771;Záhorovice;Uherské Hradiště;Zlínský kraj;376
CZ-68771;CZ;Česko;68771;Pitín;Uherské Hradiště;Zlínský kraj;362
CZ-68771;CZ;Česko;68771;Bojkovice;Uherské Hradiště;Zlínský kraj;1350
CZ-68771;CZ;Česko;68771;Hostětín;Uherské Hradiště;Zlínský kraj;88
CZ-68771;CZ;Česko;68771;Komňa;Uherské Hradiště;Zlínský kraj;270
CZ-68774;CZ;Česko;68774;Lopeník;Uherské Hradiště;Zlínský kraj;12
CZ-68774;CZ;Česko;68774;Starý Hrozenkov;Uherské Hradiště;Zlínský kraj;305
CZ-68774;CZ;Česko;68774;Vápenice;Uherské Hradiště;Zlínský kraj;185
CZ-68774;CZ;Česko;68774;Vyškovec;Uherské Hradiště;Zlínský kraj;174
CZ-68774;CZ;Česko;68774;Žítková;Uherské Hradiště;Zlínský kraj;182
CZ-68801;CZ;Česko;68801;Uherský Brod;Uherské Hradiště;Zlínský kraj;3950
CZ-69002;CZ;Česko;69002;Břeclav;Břeclav;Jihomoravský kraj;1931
CZ-69003;CZ;Česko;69003;Břeclav;Břeclav;Jihomoravský kraj;1072
CZ-69006;CZ;Česko;69006;Břeclav;Břeclav;Jihomoravský kraj;682
CZ-69101;CZ;Česko;69101;Moravský Žižkov;Břeclav;Jihomoravský kraj;643
CZ-69102;CZ;Česko;69102;Velké Bílovice;Břeclav;Jihomoravský kraj;2112
CZ-69103;CZ;Česko;69103;Rakvice;Břeclav;Jihomoravský kraj;841
CZ-69104;CZ;Česko;69104;Přítluky;Břeclav;Jihomoravský kraj;306
CZ-69105;CZ;Česko;69105;Zaječí;Břeclav;Jihomoravský kraj;587
CZ-69106;CZ;Česko;69106;Velké Pavlovice;Břeclav;Jihomoravský kraj;1339
CZ-69107;CZ;Česko;69107;Němčičky;Břeclav;Jihomoravský kraj;327
CZ-69108;CZ;Česko;69108;Bořetice;Břeclav;Jihomoravský kraj;611
CZ-69109;CZ;Česko;69109;Vrbice;Břeclav;Jihomoravský kraj;477
CZ-69110;CZ;Česko;69110;Kobylí;Břeclav;Jihomoravský kraj;837
CZ-69111;CZ;Česko;69111;Brumovice;Břeclav;Jihomoravský kraj;422
CZ-69112;CZ;Česko;69112;Boleradice;Břeclav;Jihomoravský kraj;412
CZ-69121;CZ;Česko;69121;Sedlec;Břeclav;Jihomoravský kraj;332
CZ-69122;CZ;Česko;69122;Pasohlávky;Brno-venkov;Jihomoravský kraj;494
CZ-69123;CZ;Česko;69123;Cvrčovice;Brno-venkov;Jihomoravský kraj;231
CZ-69123;CZ;Česko;69123;Ivaň;Brno-venkov;Jihomoravský kraj;325
CZ-69123;CZ;Česko;69123;Pohořelice;Brno-venkov;Jihomoravský kraj;1625
CZ-69124;CZ;Česko;69124;Přibice;Brno-venkov;Jihomoravský kraj;446
CZ-69125;CZ;Česko;69125;Vranovice;Brno-venkov;Jihomoravský kraj;837
CZ-69126;CZ;Česko;69126;Pouzdřany;Břeclav;Jihomoravský kraj;380
CZ-69127;CZ;Česko;69127;Popice;Břeclav;Jihomoravský kraj;450
CZ-69129;CZ;Česko;69129;Dolní Věstonice;Břeclav;Jihomoravský kraj;260
CZ-69130;CZ;Česko;69130;Vlasatice;Brno-venkov;Jihomoravský kraj;315
CZ-69141;CZ;Česko;69141;Břeclav;Břeclav;Jihomoravský kraj;1513
CZ-69142;CZ;Česko;69142;Valtice;Břeclav;Jihomoravský kraj;1311
CZ-69143;CZ;Česko;69143;Hlohovec;Břeclav;Jihomoravský kraj;570
CZ-69144;CZ;Česko;69144;Lednice;Břeclav;Jihomoravský kraj;861
CZ-69145;CZ;Česko;69145;Podivín;Břeclav;Jihomoravský kraj;1011
CZ-69146;CZ;Česko;69146;Ladná;Břeclav;Jihomoravský kraj;549
CZ-69146;CZ;Česko;69146;Břeclav;Břeclav;Jihomoravský kraj;9
CZ-69151;CZ;Česko;69151;Lanžhot;Břeclav;Jihomoravský kraj;1306
CZ-69152;CZ;Česko;69152;Kostice;Břeclav;Jihomoravský kraj;724
CZ-69153;CZ;Česko;69153;Tvrdonice;Břeclav;Jihomoravský kraj;795
CZ-69154;CZ;Česko;69154;Týnec;Břeclav;Jihomoravský kraj;409
CZ-69155;CZ;Česko;69155;Moravská Nová Ves;Břeclav;Jihomoravský kraj;1055
CZ-69156;CZ;Česko;69156;Hrušky;Břeclav;Jihomoravský kraj;748
CZ-69162;CZ;Česko;69162;Uherčice;Břeclav;Jihomoravský kraj;429
CZ-69163;CZ;Česko;69163;Velké Němčice;Břeclav;Jihomoravský kraj;684
CZ-69164;CZ;Česko;69164;Nosislav;Brno-venkov;Jihomoravský kraj;491
CZ-69164;CZ;Česko;69164;Velké Němčice;Břeclav;Jihomoravský kraj;18
CZ-69165;CZ;Česko;69165;Křepice;Břeclav;Jihomoravský kraj;452
CZ-69167;CZ;Česko;69167;Šakvice;Břeclav;Jihomoravský kraj;634
CZ-69168;CZ;Česko;69168;Starovičky;Břeclav;Jihomoravský kraj;370
CZ-69171;CZ;Česko;69171;Diváky;Břeclav;Jihomoravský kraj;221
CZ-69171;CZ;Česko;69171;Nikolčice;Břeclav;Jihomoravský kraj;306
CZ-69172;CZ;Česko;69172;Kašnice;Břeclav;Jihomoravský kraj;91
CZ-69172;CZ;Česko;69172;Klobouky u Brna;Břeclav;Jihomoravský kraj;937
CZ-69172;CZ;Česko;69172;Morkůvky;Břeclav;Jihomoravský kraj;233
CZ-69173;CZ;Česko;69173;Krumvíř;Břeclav;Jihomoravský kraj;486
CZ-69173;CZ;Česko;69173;Dambořice;Hodonín;Jihomoravský kraj;1
CZ-69174;CZ;Česko;69174;Velké Hostěrádky;Břeclav;Jihomoravský kraj;216
CZ-69175;CZ;Česko;69175;Borkovany;Břeclav;Jihomoravský kraj;356
CZ-69176;CZ;Česko;69176;Šitbořice;Břeclav;Jihomoravský kraj;746
CZ-69181;CZ;Česko;69181;Brod nad Dyjí;Břeclav;Jihomoravský kraj;293
CZ-69181;CZ;Česko;69181;Březí;Břeclav;Jihomoravský kraj;717
CZ-69181;CZ;Česko;69181;Dobré Pole;Břeclav;Jihomoravský kraj;174
CZ-69181;CZ;Česko;69181;Horní Věstonice;Břeclav;Jihomoravský kraj;294
CZ-69181;CZ;Česko;69181;Nový Přerov;Břeclav;Jihomoravský kraj;197
CZ-69182;CZ;Česko;69182;Novosedly;Břeclav;Jihomoravský kraj;502
CZ-69183;CZ;Česko;69183;Drnholec;Břeclav;Jihomoravský kraj;723
CZ-69183;CZ;Česko;69183;Jevišovka;Břeclav;Jihomoravský kraj;288
CZ-69185;CZ;Česko;69185;Dolní Dunajovice;Břeclav;Jihomoravský kraj;712
CZ-69186;CZ;Česko;69186;Perná;Břeclav;Jihomoravský kraj;440
CZ-69188;CZ;Česko;69188;Milovice;Břeclav;Jihomoravský kraj;245
CZ-69189;CZ;Česko;69189;Bulhary;Břeclav;Jihomoravský kraj;331
CZ-69201;CZ;Česko;69201;Bavory;Břeclav;Jihomoravský kraj;190
CZ-69201;CZ;Česko;69201;Klentnice;Břeclav;Jihomoravský kraj;216
CZ-69201;CZ;Česko;69201;Mikulov;Břeclav;Jihomoravský kraj;2722
CZ-69201;CZ;Česko;69201;Pavlov;Břeclav;Jihomoravský kraj;406
CZ-69201;CZ;Česko;69201;Přítluky;Břeclav;Jihomoravský kraj;75
CZ-69301;CZ;Česko;69301;Strachotín;Břeclav;Jihomoravský kraj;446
CZ-69301;CZ;Česko;69301;Starovice;Břeclav;Jihomoravský kraj;388
CZ-69301;CZ;Česko;69301;Hustopeče;Břeclav;Jihomoravský kraj;2080
CZ-69301;CZ;Česko;69301;Horní Bojanovice;Břeclav;Jihomoravský kraj;264
CZ-69301;CZ;Česko;69301;Kurdějov;Břeclav;Jihomoravský kraj;191
CZ-69501;CZ;Česko;69501;Hodonín;Hodonín;Jihomoravský kraj;6214
CZ-69601;CZ;Česko;69601;Rohatec;Hodonín;Jihomoravský kraj;1295
CZ-69602;CZ;Česko;69602;Ratíškovice;Hodonín;Jihomoravský kraj;1458
CZ-69603;CZ;Česko;69603;Dubňany;Hodonín;Jihomoravský kraj;1919
CZ-69604;CZ;Česko;69604;Svatobořice-Mistřín;Hodonín;Jihomoravský kraj;1253
CZ-69605;CZ;Česko;69605;Milotice;Hodonín;Jihomoravský kraj;609
CZ-69606;CZ;Česko;69606;Vacenovice;Hodonín;Jihomoravský kraj;759
CZ-69611;CZ;Česko;69611;Mutěnice;Hodonín;Jihomoravský kraj;1408
CZ-69612;CZ;Česko;69612;Hovorany;Hodonín;Jihomoravský kraj;766
CZ-69613;CZ;Česko;69613;Šardice;Hodonín;Jihomoravský kraj;804
CZ-69614;CZ;Česko;69614;Čejč;Hodonín;Jihomoravský kraj;489
CZ-69614;CZ;Česko;69614;Karlín;Hodonín;Jihomoravský kraj;96
CZ-69614;CZ;Česko;69614;Terezín;Hodonín;Jihomoravský kraj;167
CZ-69615;CZ;Česko;69615;Čejkovice;Hodonín;Jihomoravský kraj;1022
CZ-69616;CZ;Česko;69616;Nový Poddvorov;Hodonín;Jihomoravský kraj;137
CZ-69616;CZ;Česko;69616;Starý Poddvorov;Hodonín;Jihomoravský kraj;337
CZ-69617;CZ;Česko;69617;Dolní Bojanovice;Hodonín;Jihomoravský kraj;1085
CZ-69618;CZ;Česko;69618;Lužice;Hodonín;Jihomoravský kraj;1291
CZ-69619;CZ;Česko;69619;Mikulčice;Hodonín;Jihomoravský kraj;804
CZ-69621;CZ;Česko;69621;Prušánky;Hodonín;Jihomoravský kraj;974
CZ-69621;CZ;Česko;69621;Josefov;Hodonín;Jihomoravský kraj;170
CZ-69631;CZ;Česko;69631;Bukovany;Hodonín;Jihomoravský kraj;270
CZ-69631;CZ;Česko;69631;Nechvalín;Hodonín;Jihomoravský kraj;139
CZ-69631;CZ;Česko;69631;Ostrovánky;Hodonín;Jihomoravský kraj;95
CZ-69632;CZ;Česko;69632;Ždánice;Hodonín;Jihomoravský kraj;765
CZ-69633;CZ;Česko;69633;Archlebov;Hodonín;Jihomoravský kraj;364
CZ-69633;CZ;Česko;69633;Dražůvky;Hodonín;Jihomoravský kraj;120
CZ-69634;CZ;Česko;69634;Uhřice;Hodonín;Jihomoravský kraj;298
CZ-69634;CZ;Česko;69634;Žarošice;Hodonín;Jihomoravský kraj;465
CZ-69635;CZ;Česko;69635;Dambořice;Hodonín;Jihomoravský kraj;607
CZ-69636;CZ;Česko;69636;Násedlovice;Hodonín;Jihomoravský kraj;360
CZ-69637;CZ;Česko;69637;Nenkovice;Hodonín;Jihomoravský kraj;199
CZ-69637;CZ;Česko;69637;Želetice;Hodonín;Jihomoravský kraj;224
CZ-69638;CZ;Česko;69638;Stavěšice;Hodonín;Jihomoravský kraj;178
CZ-69638;CZ;Česko;69638;Strážovice;Hodonín;Jihomoravský kraj;217
CZ-69639;CZ;Česko;69639;Lovčice;Hodonín;Jihomoravský kraj;377
CZ-69641;CZ;Česko;69641;Skoronice;Hodonín;Jihomoravský kraj;184
CZ-69641;CZ;Česko;69641;Vlkoš;Hodonín;Jihomoravský kraj;405
CZ-69642;CZ;Česko;69642;Vracov;Hodonín;Jihomoravský kraj;1770
CZ-69647;CZ;Česko;69647;Žeravice;Hodonín;Jihomoravský kraj;381
CZ-69648;CZ;Česko;69648;Vřesovice;Hodonín;Jihomoravský kraj;378
CZ-69648;CZ;Česko;69648;Skalka;Hodonín;Jihomoravský kraj;77
CZ-69648;CZ;Česko;69648;Labuty;Hodonín;Jihomoravský kraj;93
CZ-69648;CZ;Česko;69648;Ježov;Hodonín;Jihomoravský kraj;270
CZ-69649;CZ;Česko;69649;Kelčany;Hodonín;Jihomoravský kraj;110
CZ-69649;CZ;Česko;69649;Žádovice;Hodonín;Jihomoravský kraj;274
CZ-69650;CZ;Česko;69650;Hýsly;Hodonín;Jihomoravský kraj;149
CZ-69650;CZ;Česko;69650;Moravany;Hodonín;Jihomoravský kraj;500
CZ-69651;CZ;Česko;69651;Čeložnice;Hodonín;Jihomoravský kraj;273
CZ-69651;CZ;Česko;69651;Kostelec;Hodonín;Jihomoravský kraj;349
CZ-69655;CZ;Česko;69655;Kyjov;Hodonín;Jihomoravský kraj;344
CZ-69661;CZ;Česko;69661;Vnorovy;Hodonín;Jihomoravský kraj;991
CZ-69662;CZ;Česko;69662;Tvarožná Lhota;Hodonín;Jihomoravský kraj;766
CZ-69662;CZ;Česko;69662;Strážnice;Hodonín;Jihomoravský kraj;2408
CZ-69663;CZ;Česko;69663;Hroznová Lhota;Hodonín;Jihomoravský kraj;461
CZ-69663;CZ;Česko;69663;Kozojídky;Hodonín;Jihomoravský kraj;195
CZ-69663;CZ;Česko;69663;Tasov;Hodonín;Jihomoravský kraj;185
CZ-69663;CZ;Česko;69663;Žeraviny;Hodonín;Jihomoravský kraj;83
CZ-69664;CZ;Česko;69664;Kněždub;Hodonín;Jihomoravský kraj;505
CZ-69665;CZ;Česko;69665;Petrov;Hodonín;Jihomoravský kraj;515
CZ-69666;CZ;Česko;69666;Sudoměřice;Hodonín;Jihomoravský kraj;505
CZ-69667;CZ;Česko;69667;Radějov;Hodonín;Jihomoravský kraj;810
CZ-69671;CZ;Česko;69671;Suchov;Hodonín;Jihomoravský kraj;202
CZ-69671;CZ;Česko;69671;Blatnička;Hodonín;Jihomoravský kraj;190
CZ-69671;CZ;Česko;69671;Blatnice pod Svatým Antonínkem;Hodonín;Jihomoravský kraj;859
CZ-69672;CZ;Česko;69672;Lipov;Hodonín;Jihomoravský kraj;548
CZ-69673;CZ;Česko;69673;Hrubá Vrbka;Hodonín;Jihomoravský kraj;259
CZ-69673;CZ;Česko;69673;Kuželov;Hodonín;Jihomoravský kraj;156
CZ-69673;CZ;Česko;69673;Malá Vrbka;Hodonín;Jihomoravský kraj;93
CZ-69674;CZ;Česko;69674;Javorník;Hodonín;Jihomoravský kraj;375
CZ-69674;CZ;Česko;69674;Nová Lhota;Hodonín;Jihomoravský kraj;438
CZ-69674;CZ;Česko;69674;Suchov;Hodonín;Jihomoravský kraj;47
CZ-69674;CZ;Česko;69674;Velká nad Veličkou;Hodonín;Jihomoravský kraj;981
CZ-69676;CZ;Česko;69676;Louka;Hodonín;Jihomoravský kraj;375
CZ-69681;CZ;Česko;69681;Bzenec;Hodonín;Jihomoravský kraj;1383
CZ-69683;CZ;Česko;69683;Domanín;Hodonín;Jihomoravský kraj;355
CZ-69684;CZ;Česko;69684;Syrovín;Hodonín;Jihomoravský kraj;174
CZ-69684;CZ;Česko;69684;Těmice;Hodonín;Jihomoravský kraj;317
CZ-69685;CZ;Česko;69685;Bzenec;Hodonín;Jihomoravský kraj;77
CZ-69685;CZ;Česko;69685;Moravský Písek;Hodonín;Jihomoravský kraj;768
CZ-69701;CZ;Česko;69701;Kyjov;Hodonín;Jihomoravský kraj;2916
CZ-69701;CZ;Česko;69701;Sobůlky;Hodonín;Jihomoravský kraj;316
CZ-69701;CZ;Česko;69701;Věteřov;Hodonín;Jihomoravský kraj;225
CZ-69801;CZ;Česko;69801;Veselí nad Moravou;Hodonín;Jihomoravský kraj;3046
CZ-70030;CZ;Česko;70030;Ostrava;Ostrava-město;Moravskoslezský kraj;4999
CZ-70200;CZ;Česko;70200;Ostrava;Ostrava-město;Moravskoslezský kraj;2930
CZ-70300;CZ;Česko;70300;Ostrava;Ostrava-město;Moravskoslezský kraj;1256
CZ-70800;CZ;Česko;70800;Ostrava;Ostrava-město;Moravskoslezský kraj;3194
CZ-70900;CZ;Česko;70900;Ostrava;Ostrava-město;Moravskoslezský kraj;1566
CZ-71000;CZ;Česko;71000;Ostrava;Ostrava-město;Moravskoslezský kraj;1544
CZ-71100;CZ;Česko;71100;Šilheřovice;Opava;Moravskoslezský kraj;9
CZ-71100;CZ;Česko;71100;Ostrava;Ostrava-město;Moravskoslezský kraj;930
CZ-71200;CZ;Česko;71200;Ostrava;Ostrava-město;Moravskoslezský kraj;979
CZ-71300;CZ;Česko;71300;Ostrava;Ostrava-město;Moravskoslezský kraj;1037
CZ-71500;CZ;Česko;71500;Ostrava;Ostrava-město;Moravskoslezský kraj;1026
CZ-71600;CZ;Česko;71600;Ostrava;Ostrava-město;Moravskoslezský kraj;1269
CZ-71700;CZ;Česko;71700;Ostrava;Ostrava-město;Moravskoslezský kraj;761
CZ-71800;CZ;Česko;71800;Ostrava;Ostrava-město;Moravskoslezský kraj;377
CZ-71900;CZ;Česko;71900;Ostrava;Ostrava-město;Moravskoslezský kraj;482
CZ-72000;CZ;Česko;72000;Ostrava;Ostrava-město;Moravskoslezský kraj;1123
CZ-72100;CZ;Česko;72100;Ostrava;Ostrava-město;Moravskoslezský kraj;1154
CZ-72200;CZ;Česko;72200;Ostrava;Ostrava-město;Moravskoslezský kraj;727
CZ-72300;CZ;Česko;72300;Ostrava;Ostrava-město;Moravskoslezský kraj;628
CZ-72400;CZ;Česko;72400;Ostrava;Ostrava-město;Moravskoslezský kraj;2536
CZ-72525;CZ;Česko;72525;Ostrava;Ostrava-město;Moravskoslezský kraj;1656
CZ-72526;CZ;Česko;72526;Ostrava;Ostrava-město;Moravskoslezský kraj;1181
CZ-72527;CZ;Česko;72527;Ostrava;Ostrava-město;Moravskoslezský kraj;568
CZ-72528;CZ;Česko;72528;Ostrava;Ostrava-město;Moravskoslezský kraj;1121
CZ-72529;CZ;Česko;72529;Ostrava;Ostrava-město;Moravskoslezský kraj;944
CZ-73301;CZ;Česko;73301;Karviná;Karviná;Moravskoslezský kraj;2363
CZ-73401;CZ;Česko;73401;Karviná;Karviná;Moravskoslezský kraj;3270
CZ-73503;CZ;Česko;73503;Karviná;Karviná;Moravskoslezský kraj;118
CZ-73506;CZ;Česko;73506;Karviná;Karviná;Moravskoslezský kraj;2349
CZ-73511;CZ;Česko;73511;Orlová;Karviná;Moravskoslezský kraj;610
CZ-73511;CZ;Česko;73511;Petřvald;Karviná;Moravskoslezský kraj;11
CZ-73514;CZ;Česko;73514;Orlová;Karviná;Moravskoslezský kraj;3225
CZ-73514;CZ;Česko;73514;Rychvald;Karviná;Moravskoslezský kraj;2
CZ-73531;CZ;Česko;73531;Bohumín;Karviná;Moravskoslezský kraj;965
CZ-73531;CZ;Česko;73531;Dolní Lutyně;Karviná;Moravskoslezský kraj;7
CZ-73532;CZ;Česko;73532;Rychvald;Karviná;Moravskoslezský kraj;2436
CZ-73533;CZ;Česko;73533;Doubrava;Karviná;Moravskoslezský kraj;414
CZ-73534;CZ;Česko;73534;Stonava;Karviná;Moravskoslezský kraj;490
CZ-73535;CZ;Česko;73535;Horní Suchá;Karviná;Moravskoslezský kraj;1235
CZ-73541;CZ;Česko;73541;Petřvald;Karviná;Moravskoslezský kraj;2387
CZ-73542;CZ;Česko;73542;Těrlicko;Karviná;Moravskoslezský kraj;1878
CZ-73543;CZ;Česko;73543;Albrechtice;Karviná;Moravskoslezský kraj;989
CZ-73551;CZ;Česko;73551;Bohumín;Karviná;Moravskoslezský kraj;829
CZ-73552;CZ;Česko;73552;Bohumín;Karviná;Moravskoslezský kraj;657
CZ-73553;CZ;Česko;73553;Dolní Lutyně;Karviná;Moravskoslezský kraj;1895
CZ-73561;CZ;Česko;73561;Chotěbuz;Karviná;Moravskoslezský kraj;500
CZ-73562;CZ;Česko;73562;Český Těšín;Karviná;Moravskoslezský kraj;1097
CZ-73564;CZ;Česko;73564;Havířov;Karviná;Moravskoslezský kraj;2578
CZ-73571;CZ;Česko;73571;Dětmarovice;Karviná;Moravskoslezský kraj;1636
CZ-73572;CZ;Česko;73572;Petrovice u Karviné;Karviná;Moravskoslezský kraj;1622
CZ-73581;CZ;Česko;73581;Bohumín;Karviná;Moravskoslezský kraj;2451
CZ-73601;CZ;Česko;73601;Havířov;Karviná;Moravskoslezský kraj;8343
CZ-73601;CZ;Česko;73601;Kaňovice;Frýdek-Místek;Moravskoslezský kraj;9
CZ-73701;CZ;Česko;73701;Český Těšín;Karviná;Moravskoslezský kraj;4482
CZ-73801;CZ;Česko;73801;Staré Město;Frýdek-Místek;Moravskoslezský kraj;510
CZ-73801;CZ;Česko;73801;Frýdek-Místek;Frýdek-Místek;Moravskoslezský kraj;6743
CZ-73901;CZ;Česko;73901;Staré Město;Frýdek-Místek;Moravskoslezský kraj;22
CZ-73901;CZ;Česko;73901;Baška;Frýdek-Místek;Moravskoslezský kraj;1499
CZ-73904;CZ;Česko;73904;Raškovice;Frýdek-Místek;Moravskoslezský kraj;843
CZ-73904;CZ;Česko;73904;Krásná;Frýdek-Místek;Moravskoslezský kraj;914
CZ-73904;CZ;Česko;73904;Pražmo;Frýdek-Místek;Moravskoslezský kraj;285
CZ-73904;CZ;Česko;73904;Morávka;Frýdek-Místek;Moravskoslezský kraj;1429
CZ-73911;CZ;Česko;73911;Frýdlant nad Ostravicí;Frýdek-Místek;Moravskoslezský kraj;3271
CZ-73911;CZ;Česko;73911;Malenovice;Frýdek-Místek;Moravskoslezský kraj;642
CZ-73911;CZ;Česko;73911;Pstruží;Frýdek-Místek;Moravskoslezský kraj;590
CZ-73911;CZ;Česko;73911;Janovice;Frýdek-Místek;Moravskoslezský kraj;896
CZ-73911;CZ;Česko;73911;Pržno;Frýdek-Místek;Moravskoslezský kraj;396
CZ-73912;CZ;Česko;73912;Čeladná;Frýdek-Místek;Moravskoslezský kraj;1804
CZ-73913;CZ;Česko;73913;Kunčice pod Ondřejníkem;Frýdek-Místek;Moravskoslezský kraj;1780
CZ-73914;CZ;Česko;73914;Ostravice;Frýdek-Místek;Moravskoslezský kraj;2160
CZ-73915;CZ;Česko;73915;Bílá;Frýdek-Místek;Moravskoslezský kraj;281
CZ-73915;CZ;Česko;73915;Staré Hamry;Frýdek-Místek;Moravskoslezský kraj;518
CZ-73921;CZ;Česko;73921;Paskov;Frýdek-Místek;Moravskoslezský kraj;1139
CZ-73923;CZ;Česko;73923;Stará Ves nad Ondřejnicí;Ostrava-město;Moravskoslezský kraj;938
CZ-73924;CZ;Česko;73924;Stará Ves nad Ondřejnicí;Ostrava-město;Moravskoslezský kraj;32
CZ-73924;CZ;Česko;73924;Krmelín;Frýdek-Místek;Moravskoslezský kraj;787
CZ-73924;CZ;Česko;73924;Ostrava;Ostrava-město;Moravskoslezský kraj;14
CZ-73925;CZ;Česko;73925;Žabeň;Frýdek-Místek;Moravskoslezský kraj;351
CZ-73925;CZ;Česko;73925;Sviadnov;Frýdek-Místek;Moravskoslezský kraj;772
CZ-73932;CZ;Česko;73932;Ostrava;Ostrava-město;Moravskoslezský kraj;4
CZ-73932;CZ;Česko;73932;Řepiště;Frýdek-Místek;Moravskoslezský kraj;660
CZ-73932;CZ;Česko;73932;Vratimov;Ostrava-město;Moravskoslezský kraj;2149
CZ-73934;CZ;Česko;73934;Ostrava;Ostrava-město;Moravskoslezský kraj;3
CZ-73934;CZ;Česko;73934;Šenov;Ostrava-město;Moravskoslezský kraj;2306
CZ-73934;CZ;Česko;73934;Václavovice;Ostrava-město;Moravskoslezský kraj;718
CZ-73936;CZ;Česko;73936;Sedliště;Frýdek-Místek;Moravskoslezský kraj;575
CZ-73936;CZ;Česko;73936;Bruzovice;Frýdek-Místek;Moravskoslezský kraj;353
CZ-73936;CZ;Česko;73936;Kaňovice;Frýdek-Místek;Moravskoslezský kraj;133
CZ-73937;CZ;Česko;73937;Žermanice;Frýdek-Místek;Moravskoslezský kraj;152
CZ-73937;CZ;Česko;73937;Horní Bludovice;Karviná;Moravskoslezský kraj;933
CZ-73938;CZ;Česko;73938;Soběšovice;Frýdek-Místek;Moravskoslezský kraj;514
CZ-73938;CZ;Česko;73938;Dolní Domaslavice;Frýdek-Místek;Moravskoslezský kraj;612
CZ-73939;CZ;Česko;73939;Lučina;Frýdek-Místek;Moravskoslezský kraj;722
CZ-73941;CZ;Česko;73941;Palkovice;Frýdek-Místek;Moravskoslezský kraj;1328
CZ-73942;CZ;Česko;73942;Frýdek-Místek;Frýdek-Místek;Moravskoslezský kraj;570
CZ-73943;CZ;Česko;73943;Staříč;Frýdek-Místek;Moravskoslezský kraj;698
CZ-73944;CZ;Česko;73944;Brušperk;Frýdek-Místek;Moravskoslezský kraj;1284
CZ-73945;CZ;Česko;73945;Fryčovice;Frýdek-Místek;Moravskoslezský kraj;824
CZ-73946;CZ;Česko;73946;Hukvaldy;Frýdek-Místek;Moravskoslezský kraj;881
CZ-73947;CZ;Česko;73947;Kozlovice;Frýdek-Místek;Moravskoslezský kraj;1121
CZ-73947;CZ;Česko;73947;Lhotka;Frýdek-Místek;Moravskoslezský kraj;245
CZ-73947;CZ;Česko;73947;Palkovice;Frýdek-Místek;Moravskoslezský kraj;25
CZ-73949;CZ;Česko;73949;Metylovice;Frýdek-Místek;Moravskoslezský kraj;833
CZ-73951;CZ;Česko;73951;Dobratice;Frýdek-Místek;Moravskoslezský kraj;486
CZ-73951;CZ;Česko;73951;Dobrá;Frýdek-Místek;Moravskoslezský kraj;1129
CZ-73951;CZ;Česko;73951;Nižní Lhoty;Frýdek-Místek;Moravskoslezský kraj;123
CZ-73951;CZ;Česko;73951;Vyšní Lhoty;Frýdek-Místek;Moravskoslezský kraj;469
CZ-73951;CZ;Česko;73951;Pazderna;Frýdek-Místek;Moravskoslezský kraj;129
CZ-73951;CZ;Česko;73951;Vojkovice;Frýdek-Místek;Moravskoslezský kraj;261
CZ-73951;CZ;Česko;73951;Nošovice;Frýdek-Místek;Moravskoslezský kraj;332
CZ-73951;CZ;Česko;73951;Horní Domaslavice;Frýdek-Místek;Moravskoslezský kraj;408
CZ-73953;CZ;Česko;73953;Komorní Lhotka;Frýdek-Místek;Moravskoslezský kraj;889
CZ-73953;CZ;Česko;73953;Dobratice;Frýdek-Místek;Moravskoslezský kraj;4
CZ-73953;CZ;Česko;73953;Dolní Tošanovice;Frýdek-Místek;Moravskoslezský kraj;147
CZ-73953;CZ;Česko;73953;Třanovice;Frýdek-Místek;Moravskoslezský kraj;389
CZ-73953;CZ;Česko;73953;Horní Tošanovice;Frýdek-Místek;Moravskoslezský kraj;248
CZ-73953;CZ;Česko;73953;Hnojník;Frýdek-Místek;Moravskoslezský kraj;496
CZ-73955;CZ;Česko;73955;Třinec;Frýdek-Místek;Moravskoslezský kraj;330
CZ-73955;CZ;Česko;73955;Smilovice;Frýdek-Místek;Moravskoslezský kraj;317
CZ-73955;CZ;Česko;73955;Řeka;Frýdek-Místek;Moravskoslezský kraj;576
CZ-73959;CZ;Česko;73959;Vělopolí;Frýdek-Místek;Moravskoslezský kraj;120
CZ-73959;CZ;Česko;73959;Střítež;Frýdek-Místek;Moravskoslezský kraj;338
CZ-73961;CZ;Česko;73961;Ropice;Frýdek-Místek;Moravskoslezský kraj;548
CZ-73961;CZ;Česko;73961;Třinec;Frýdek-Místek;Moravskoslezský kraj;6089
CZ-73981;CZ;Česko;73981;Košařiska;Frýdek-Místek;Moravskoslezský kraj;248
CZ-73981;CZ;Česko;73981;Milíkov;Frýdek-Místek;Moravskoslezský kraj;472
CZ-73984;CZ;Česko;73984;Písek;Frýdek-Místek;Moravskoslezský kraj;605
CZ-73985;CZ;Česko;73985;Bukovec;Frýdek-Místek;Moravskoslezský kraj;446
CZ-73991;CZ;Česko;73991;Jablunkov;Frýdek-Místek;Moravskoslezský kraj;1203
CZ-73991;CZ;Česko;73991;Písečná;Frýdek-Místek;Moravskoslezský kraj;301
CZ-73991;CZ;Česko;73991;Bocanovice;Frýdek-Místek;Moravskoslezský kraj;153
