municipality;county;obec_kod;okres_kod;vusc_kod;okres_lau1;region_nuts3
Badín;Banská Bystrica;508454;601;6;SK0321;SK032
Baláže;Banská Bystrica;508471;601;6;SK0321;SK032
Banská Bystrica;Banská Bystrica;508438;601;6;SK0321;SK032
Brusno;Banská Bystrica;508675;601;6;SK0321;SK032
Dolná Mičiná;Banská Bystrica;508543;601;6;SK0321;SK032
Dolný Harmanec;Banská Bystrica;508551;601;6;SK0321;SK032
Donovaly;Banská Bystrica;508560;601;6;SK0321;SK032
Dúbravica;Banská Bystrica;508586;601;6;SK0321;SK032
Harmanec;Banská Bystrica;508594;601;6;SK0321;SK032
Hiadeľ;Banská Bystrica;508616;601;6;SK0321;SK032
Horná Mičiná;Banská Bystrica;508632;601;6;SK0321;SK032
Horné Pršany;Banská Bystrica;508641;601;6;SK0321;SK032
Hrochoť;Banská Bystrica;508659;601;6;SK0321;SK032
Hronsek;Banská Bystrica;580236;601;6;SK0321;SK032
Kordíky;Banská Bystrica;508713;601;6;SK0321;SK032
Králiky;Banská Bystrica;508721;601;6;SK0321;SK032
Kynceľová;Banská Bystrica;557277;601;6;SK0321;SK032
Lučatín;Banská Bystrica;508756;601;6;SK0321;SK032
Malachov;Banská Bystrica;580244;601;6;SK0321;SK032
Medzibrod;Banská Bystrica;508764;601;6;SK0321;SK032
Motyčky;Banská Bystrica;508802;601;6;SK0321;SK032
Moštenica;Banská Bystrica;508799;601;6;SK0321;SK032
Môlča;Banská Bystrica;508781;601;6;SK0321;SK032
Nemce;Banská Bystrica;557285;601;6;SK0321;SK032
Oravce;Banská Bystrica;508837;601;6;SK0321;SK032
Podkonice;Banská Bystrica;508861;601;6;SK0321;SK032
Pohronský Bukovec;Banská Bystrica;508896;601;6;SK0321;SK032
Poniky;Banská Bystrica;508918;601;6;SK0321;SK032
Povrazník;Banská Bystrica;508926;601;6;SK0321;SK032
Priechod;Banská Bystrica;508942;601;6;SK0321;SK032
Riečka;Banská Bystrica;508969;601;6;SK0321;SK032
Sebedín-Bečov;Banská Bystrica;508977;601;6;SK0321;SK032
Selce;Banská Bystrica;508985;601;6;SK0321;SK032
Slovenská Ľupča;Banská Bystrica;509001;601;6;SK0321;SK032
Staré Hory;Banská Bystrica;509019;601;6;SK0321;SK032
Strelníky;Banská Bystrica;509027;601;6;SK0321;SK032
Tajov;Banská Bystrica;509060;601;6;SK0321;SK032
Turecká;Banská Bystrica;557269;601;6;SK0321;SK032
Vlkanová;Banská Bystrica;557293;601;6;SK0321;SK032
Čerín;Banská Bystrica;508519;601;6;SK0321;SK032
Ľubietová;Banská Bystrica;508748;601;6;SK0321;SK032
Špania Dolina;Banská Bystrica;509035;601;6;SK0321;SK032
Banská Belá;Banská Štiavnica;516627;602;6;SK0322;SK032
Banská Štiavnica;Banská Štiavnica;516643;602;6;SK0322;SK032
Banský Studenec;Banská Štiavnica;516651;602;6;SK0322;SK032
Baďan;Banská Štiavnica;516601;602;6;SK0322;SK032
Beluj;Banská Štiavnica;516678;602;6;SK0322;SK032
Dekýš;Banská Štiavnica;516716;602;6;SK0322;SK032
Ilija;Banská Štiavnica;516856;602;6;SK0322;SK032
Kozelník;Banská Štiavnica;516953;602;6;SK0322;SK032
Močiar;Banská Štiavnica;517071;602;6;SK0322;SK032
Podhorie;Banská Štiavnica;517143;602;6;SK0322;SK032
Počúvadlo;Banská Štiavnica;517160;602;6;SK0322;SK032
Prenčov;Banská Štiavnica;517178;602;6;SK0322;SK032
Svätý Anton;Banská Štiavnica;516597;602;6;SK0322;SK032
Vysoká;Banská Štiavnica;517372;602;6;SK0322;SK032
Štiavnické Bane;Banská Štiavnica;517283;602;6;SK0322;SK032
Abrahámovce;Bardejov;519014;701;7;SK0411;SK041
Andrejová;Bardejov;519022;701;7;SK0411;SK041
Bardejov;Bardejov;519006;701;7;SK0411;SK041
Bartošovce;Bardejov;519049;701;7;SK0411;SK041
Becherov;Bardejov;519057;701;7;SK0411;SK041
Beloveža;Bardejov;519065;701;7;SK0411;SK041
Bogliarka;Bardejov;519073;701;7;SK0411;SK041
Brezov;Bardejov;519081;701;7;SK0411;SK041
Brezovka;Bardejov;519090;701;7;SK0411;SK041
Buclovany;Bardejov;519103;701;7;SK0411;SK041
Chmeľová;Bardejov;519286;701;7;SK0411;SK041
Cigeľka;Bardejov;519111;701;7;SK0411;SK041
Dubinné;Bardejov;519138;701;7;SK0411;SK041
Frička;Bardejov;519154;701;7;SK0411;SK041
Fričkovce;Bardejov;519162;701;7;SK0411;SK041
Gaboltov;Bardejov;519171;701;7;SK0411;SK041
Gerlachov;Bardejov;519189;701;7;SK0411;SK041
Hankovce;Bardejov;519201;701;7;SK0411;SK041
Harhaj;Bardejov;519219;701;7;SK0411;SK041
Hažlín;Bardejov;519227;701;7;SK0411;SK041
Hertník;Bardejov;519235;701;7;SK0411;SK041
Hervartov;Bardejov;519243;701;7;SK0411;SK041
Hrabovec;Bardejov;519251;701;7;SK0411;SK041
Hrabské;Bardejov;519260;701;7;SK0411;SK041
Hutka;Bardejov;519278;701;7;SK0411;SK041
Janovce;Bardejov;519294;701;7;SK0411;SK041
Jedlinka;Bardejov;519308;701;7;SK0411;SK041
Kobyly;Bardejov;519341;701;7;SK0411;SK041
Kochanovce;Bardejov;519359;701;7;SK0411;SK041
Komárov;Bardejov;519367;701;7;SK0411;SK041
Koprivnica;Bardejov;519375;701;7;SK0411;SK041
Kožany;Bardejov;519383;701;7;SK0411;SK041
Krivé;Bardejov;519405;701;7;SK0411;SK041
Kružlov;Bardejov;519421;701;7;SK0411;SK041
Kríže;Bardejov;519413;701;7;SK0411;SK041
Kurima;Bardejov;519456;701;7;SK0411;SK041
Kurov;Bardejov;519464;701;7;SK0411;SK041
Kučín;Bardejov;519430;701;7;SK0411;SK041
Kľušov;Bardejov;519324;701;7;SK0411;SK041
Lascov;Bardejov;519472;701;7;SK0411;SK041
Lenartov;Bardejov;519481;701;7;SK0411;SK041
Lipová;Bardejov;519499;701;7;SK0411;SK041
Livov;Bardejov;519502;701;7;SK0411;SK041
Livovská Huta;Bardejov;519511;701;7;SK0411;SK041
Lopúchov;Bardejov;519529;701;7;SK0411;SK041
Lukavica;Bardejov;519545;701;7;SK0411;SK041
Lukov;Bardejov;519553;701;7;SK0411;SK041
Malcov;Bardejov;519570;701;7;SK0411;SK041
Marhaň;Bardejov;519588;701;7;SK0411;SK041
Mikulášová;Bardejov;519600;701;7;SK0411;SK041
Mokroluh;Bardejov;519618;701;7;SK0411;SK041
Nemcovce;Bardejov;519626;701;7;SK0411;SK041
Nižná Polianka;Bardejov;519634;701;7;SK0411;SK041
Nižná Voľa;Bardejov;519642;701;7;SK0411;SK041
Nižný Tvarožec;Bardejov;519669;701;7;SK0411;SK041
Ondavka;Bardejov;519685;701;7;SK0411;SK041
Ortuťová;Bardejov;519693;701;7;SK0411;SK041
Osikov;Bardejov;519707;701;7;SK0411;SK041
Oľšavce;Bardejov;519677;701;7;SK0411;SK041
Petrová;Bardejov;519715;701;7;SK0411;SK041
Poliakovce;Bardejov;519723;701;7;SK0411;SK041
Porúbka;Bardejov;519731;701;7;SK0411;SK041
Raslavice;Bardejov;519936;701;7;SK0411;SK041
Regetovka;Bardejov;519740;701;7;SK0411;SK041
Rešov;Bardejov;519758;701;7;SK0411;SK041
Richvald;Bardejov;519766;701;7;SK0411;SK041
Rokytov;Bardejov;519774;701;7;SK0411;SK041
Smilno;Bardejov;519782;701;7;SK0411;SK041
Snakov;Bardejov;519791;701;7;SK0411;SK041
Stebnícka Huta;Bardejov;519804;701;7;SK0411;SK041
Stebník;Bardejov;519812;701;7;SK0411;SK041
Stuľany;Bardejov;519821;701;7;SK0411;SK041
Sveržov;Bardejov;519839;701;7;SK0411;SK041
Tarnov;Bardejov;519871;701;7;SK0411;SK041
Tročany;Bardejov;519880;701;7;SK0411;SK041
Vaniškovce;Bardejov;518964;701;7;SK0411;SK041
Varadka;Bardejov;519901;701;7;SK0411;SK041
Vyšná Polianka;Bardejov;519910;701;7;SK0411;SK041
Vyšná Voľa;Bardejov;519928;701;7;SK0411;SK041
Vyšný Kručov;Bardejov;519944;701;7;SK0411;SK041
Vyšný Tvarožec;Bardejov;519952;701;7;SK0411;SK041
Zborov;Bardejov;519961;701;7;SK0411;SK041
Zlaté;Bardejov;519979;701;7;SK0411;SK041
Šarišské Čierne;Bardejov;519847;701;7;SK0411;SK041
Šašová;Bardejov;519855;701;7;SK0411;SK041
Šiba;Bardejov;519863;701;7;SK0411;SK041
Bratislava-Staré Mesto;Bratislava I;528595;101;1;SK0101;SK010
Bratislava-Podunajské Biskupice;Bratislava II;529311;102;1;SK0102;SK010
Bratislava-Ružinov;Bratislava II;529320;102;1;SK0102;SK010
Bratislava-Vrakuňa;Bratislava II;529338;102;1;SK0102;SK010
Bratislava-Nové Mesto;Bratislava III;529346;103;1;SK0103;SK010
Bratislava-Rača;Bratislava III;529354;103;1;SK0103;SK010
Bratislava-Vajnory;Bratislava III;529362;103;1;SK0103;SK010
Bratislava-Devín;Bratislava IV;529401;104;1;SK0104;SK010
Bratislava-Devínska Nová Ves;Bratislava IV;529371;104;1;SK0104;SK010
Bratislava-Dúbravka;Bratislava IV;529389;104;1;SK0104;SK010
Bratislava-Karlova Ves;Bratislava IV;529397;104;1;SK0104;SK010
Bratislava-Lamač;Bratislava IV;529419;104;1;SK0104;SK010
Bratislava-Záhorská Bystrica;Bratislava IV;529427;104;1;SK0104;SK010
Bratislava-Jarovce;Bratislava V;529443;105;1;SK0105;SK010
Bratislava-Petržalka;Bratislava V;529460;105;1;SK0105;SK010
Bratislava-Rusovce;Bratislava V;529494;105;1;SK0105;SK010
Bratislava-Čunovo;Bratislava V;529435;105;1;SK0105;SK010
Bacúch;Brezno;508446;603;6;SK0323;SK032
Beňuš;Brezno;508462;603;6;SK0323;SK032
Braväcovo;Brezno;508489;603;6;SK0323;SK032
Brezno;Brezno;508497;603;6;SK0323;SK032
Bystrá;Brezno;557251;603;6;SK0323;SK032
Dolná Lehota;Brezno;508535;603;6;SK0323;SK032
Drábsko;Brezno;508578;603;6;SK0323;SK032
Heľpa;Brezno;508608;603;6;SK0323;SK032
Horná Lehota;Brezno;508624;603;6;SK0323;SK032
Hronec;Brezno;508667;603;6;SK0323;SK032
Jarabá;Brezno;508691;603;6;SK0323;SK032
Jasenie;Brezno;508705;603;6;SK0323;SK032
Lom nad Rimavicou;Brezno;508730;603;6;SK0323;SK032
Michalová;Brezno;508772;603;6;SK0323;SK032
Mýto pod Ďumbierom;Brezno;508811;603;6;SK0323;SK032
Nemecká;Brezno;508829;603;6;SK0323;SK032
Osrblie;Brezno;508845;603;6;SK0323;SK032
Podbrezová;Brezno;508853;603;6;SK0323;SK032
Pohorelá;Brezno;508870;603;6;SK0323;SK032
Pohronská Polhora;Brezno;508888;603;6;SK0323;SK032
Polomka;Brezno;508900;603;6;SK0323;SK032
Predajná;Brezno;508934;603;6;SK0323;SK032
Ráztoka;Brezno;508951;603;6;SK0323;SK032
Sihla;Brezno;508993;603;6;SK0323;SK032
Telgárt;Brezno;509051;603;6;SK0323;SK032
Valaská;Brezno;509086;603;6;SK0323;SK032
Vaľkovňa;Brezno;509094;603;6;SK0323;SK032
Závadka nad Hronom;Brezno;509124;603;6;SK0323;SK032
Čierny Balog;Brezno;508527;603;6;SK0323;SK032
Šumiac;Brezno;509043;603;6;SK0323;SK032
Bytča;Bytča;517461;501;5;SK0311;SK031
Hlboké nad Váhom;Bytča;581984;501;5;SK0311;SK031
Hvozdnica;Bytča;517623;501;5;SK0311;SK031
Jablonové;Bytča;517631;501;5;SK0311;SK031
Kolárovice;Bytča;517674;501;5;SK0311;SK031
Kotešová;Bytča;517691;501;5;SK0311;SK031
Maršová-Rašov;Bytča;517798;501;5;SK0311;SK031
Petrovice;Bytča;517861;501;5;SK0311;SK031
Predmier;Bytča;517895;501;5;SK0311;SK031
Súľov-Hradná;Bytča;517992;501;5;SK0311;SK031
Veľké Rovné;Bytča;518085;501;5;SK0311;SK031
Štiavnik;Bytča;518018;501;5;SK0311;SK031
Borčany;Bánovce nad Bebravou;556793;301;3;SK0221;SK022
Brezolupy;Bánovce nad Bebravou;542741;301;3;SK0221;SK022
Bánovce nad Bebravou;Bánovce nad Bebravou;542652;301;3;SK0221;SK022
Chudá Lehota;Bánovce nad Bebravou;556408;301;3;SK0221;SK022
Cimenná;Bánovce nad Bebravou;542776;301;3;SK0221;SK022
Dežerice;Bánovce nad Bebravou;542822;301;3;SK0221;SK022
Dolné Naštice;Bánovce nad Bebravou;542849;301;3;SK0221;SK022
Dubnička;Bánovce nad Bebravou;542857;301;3;SK0221;SK022
Dvorec;Bánovce nad Bebravou;542873;301;3;SK0221;SK022
Haláčovce;Bánovce nad Bebravou;542890;301;3;SK0221;SK022
Horné Naštice;Bánovce nad Bebravou;542920;301;3;SK0221;SK022
Krásna Ves;Bánovce nad Bebravou;543080;301;3;SK0221;SK022
Kšinná;Bánovce nad Bebravou;543136;301;3;SK0221;SK022
Libichava;Bánovce nad Bebravou;556360;301;3;SK0221;SK022
Malá Hradná;Bánovce nad Bebravou;505072;301;3;SK0221;SK022
Malé Hoste;Bánovce nad Bebravou;505102;301;3;SK0221;SK022
Miezgovce;Bánovce nad Bebravou;505153;301;3;SK0221;SK022
Nedašovce;Bánovce nad Bebravou;505200;301;3;SK0221;SK022
Omastiná;Bánovce nad Bebravou;505277;301;3;SK0221;SK022
Otrhánky;Bánovce nad Bebravou;556289;301;3;SK0221;SK022
Pečeňany;Bánovce nad Bebravou;505331;301;3;SK0221;SK022
Pochabany;Bánovce nad Bebravou;556742;301;3;SK0221;SK022
Podlužany;Bánovce nad Bebravou;505358;301;3;SK0221;SK022
Pravotice;Bánovce nad Bebravou;505382;301;3;SK0221;SK022
Prusy;Bánovce nad Bebravou;505412;301;3;SK0221;SK022
Ruskovce;Bánovce nad Bebravou;505447;301;3;SK0221;SK022
Rybany;Bánovce nad Bebravou;505455;301;3;SK0221;SK022
Slatina nad Bebravou;Bánovce nad Bebravou;505471;301;3;SK0221;SK022
Slatinka nad Bebravou;Bánovce nad Bebravou;505480;301;3;SK0221;SK022
Timoradza;Bánovce nad Bebravou;505579;301;3;SK0221;SK022
Trebichava;Bánovce nad Bebravou;505595;301;3;SK0221;SK022
Uhrovec;Bánovce nad Bebravou;505625;301;3;SK0221;SK022
Uhrovské Podhradie;Bánovce nad Bebravou;505633;301;3;SK0221;SK022
Veľké Chlievany;Bánovce nad Bebravou;505692;301;3;SK0221;SK022
Veľké Držkovce;Bánovce nad Bebravou;545651;301;3;SK0221;SK022
Veľké Hoste;Bánovce nad Bebravou;505684;301;3;SK0221;SK022
Vysočany;Bánovce nad Bebravou;505765;301;3;SK0221;SK022
Zlatníky;Bánovce nad Bebravou;505790;301;3;SK0221;SK022
Čierna Lehota;Bánovce nad Bebravou;542806;301;3;SK0221;SK022
Ľutov;Bánovce nad Bebravou;505056;301;3;SK0221;SK022
Šišov;Bánovce nad Bebravou;505552;301;3;SK0221;SK022
Šípkov;Bánovce nad Bebravou;505544;301;3;SK0221;SK022
Žitná-Radiša;Bánovce nad Bebravou;505811;301;3;SK0221;SK022
Detva;Detva;518263;604;6;SK0324;SK032
Detvianska Huta;Detva;518271;604;6;SK0324;SK032
Dúbravy;Detva;518379;604;6;SK0324;SK032
Horný Tisovník;Detva;518450;604;6;SK0324;SK032
Hriňová;Detva;518468;604;6;SK0324;SK032
Klokoč;Detva;518492;604;6;SK0324;SK032
Korytárky;Detva;580520;604;6;SK0324;SK032
Kriváň;Detva;518549;604;6;SK0324;SK032
Látky;Detva;511510;604;6;SK0324;SK032
Podkriváň;Detva;511731;604;6;SK0324;SK032
Slatinské Lazy;Detva;518794;604;6;SK0324;SK032
Stará Huta;Detva;518816;604;6;SK0324;SK032
Stožok;Detva;518824;604;6;SK0324;SK032
Vígľaš;Detva;518921;604;6;SK0324;SK032
Vígľašská Huta-Kalinka;Detva;518930;604;6;SK0324;SK032
Bziny;Dolný Kubín;580813;503;5;SK0313;SK031
Chlebnice;Dolný Kubín;509698;503;5;SK0313;SK031
Dlhá nad Oravou;Dolný Kubín;509639;503;5;SK0313;SK031
Dolný Kubín;Dolný Kubín;509540;503;5;SK0313;SK031
Horná Lehota;Dolný Kubín;509671;503;5;SK0313;SK031
Istebné;Dolný Kubín;509701;503;5;SK0313;SK031
Jasenová;Dolný Kubín;509710;503;5;SK0313;SK031
Kraľovany;Dolný Kubín;509744;503;5;SK0313;SK031
Krivá;Dolný Kubín;509761;503;5;SK0313;SK031
Leštiny;Dolný Kubín;509787;503;5;SK0313;SK031
Malatiná;Dolný Kubín;509825;503;5;SK0313;SK031
Medzibrodie nad Oravou;Dolný Kubín;509833;503;5;SK0313;SK031
Oravská Poruba;Dolný Kubín;509922;503;5;SK0313;SK031
Oravský Podzámok;Dolný Kubín;509957;503;5;SK0313;SK031
Osádka;Dolný Kubín;509965;503;5;SK0313;SK031
Pokryváč;Dolný Kubín;509990;503;5;SK0313;SK031
Pribiš;Dolný Kubín;510009;503;5;SK0313;SK031
Pucov;Dolný Kubín;510017;503;5;SK0313;SK031
Párnica;Dolný Kubín;509973;503;5;SK0313;SK031
Sedliacka Dubová;Dolný Kubín;510041;503;5;SK0313;SK031
Veličná;Dolný Kubín;510165;503;5;SK0313;SK031
Vyšný Kubín;Dolný Kubín;510181;503;5;SK0313;SK031
Zázrivá;Dolný Kubín;510211;503;5;SK0313;SK031
Žaškov;Dolný Kubín;510254;503;5;SK0313;SK031
Baka;Dunajská Streda;501450;201;2;SK0211;SK021
Baloň;Dunajská Streda;501468;201;2;SK0211;SK021
Bellova Ves;Dunajská Streda;555517;201;2;SK0211;SK021
Blahová;Dunajská Streda;501484;201;2;SK0211;SK021
Blatná na Ostrove;Dunajská Streda;501492;201;2;SK0211;SK021
Bodíky;Dunajská Streda;503461;201;2;SK0211;SK021
Boheľov;Dunajská Streda;501506;201;2;SK0211;SK021
Báč;Dunajská Streda;501441;201;2;SK0211;SK021
Dobrohošť;Dunajská Streda;501549;201;2;SK0211;SK021
Dolný Bar;Dunajská Streda;501557;201;2;SK0211;SK021
Dolný Štál;Dunajská Streda;501611;201;2;SK0211;SK021
Dunajská Streda;Dunajská Streda;501433;201;2;SK0211;SK021
Dunajský Klátov;Dunajská Streda;555541;201;2;SK0211;SK021
Gabčíkovo;Dunajská Streda;501573;201;2;SK0211;SK021
Holice;Dunajská Streda;501581;201;2;SK0211;SK021
Horná Potôň;Dunajská Streda;501590;201;2;SK0211;SK021
Horné Mýto;Dunajská Streda;555568;201;2;SK0211;SK021
Horný Bar;Dunajská Streda;501603;201;2;SK0211;SK021
Hubice;Dunajská Streda;501620;201;2;SK0211;SK021
Hviezdoslavov;Dunajská Streda;501638;201;2;SK0211;SK021
Jahodná;Dunajská Streda;501654;201;2;SK0211;SK021
Janíky;Dunajská Streda;501662;201;2;SK0211;SK021
Jurová;Dunajská Streda;501671;201;2;SK0211;SK021
Kostolné Kračany;Dunajská Streda;501697;201;2;SK0211;SK021
Kráľovičove Kračany;Dunajská Streda;501701;201;2;SK0211;SK021
Kvetoslavov;Dunajská Streda;501727;201;2;SK0211;SK021
Kyselica;Dunajská Streda;580597;201;2;SK0211;SK021
Kútniky;Dunajská Streda;501719;201;2;SK0211;SK021
Kľúčovec;Dunajská Streda;501689;201;2;SK0211;SK021
Lehnice;Dunajská Streda;501735;201;2;SK0211;SK021
Lúč na Ostrove;Dunajská Streda;501743;201;2;SK0211;SK021
Macov;Dunajská Streda;555606;201;2;SK0211;SK021
Mad;Dunajská Streda;555649;201;2;SK0211;SK021
Malé Dvorníky;Dunajská Streda;555665;201;2;SK0211;SK021
Medveďov;Dunajská Streda;501760;201;2;SK0211;SK021
Michal na Ostrove;Dunajská Streda;501786;201;2;SK0211;SK021
Mierovo;Dunajská Streda;501778;201;2;SK0211;SK021
Nový Život;Dunajská Streda;501808;201;2;SK0211;SK021
Ohrady;Dunajská Streda;501816;201;2;SK0211;SK021
Okoč;Dunajská Streda;501824;201;2;SK0211;SK021
Orechová Potôň;Dunajská Streda;501859;201;2;SK0211;SK021
Oľdza;Dunajská Streda;501832;201;2;SK0211;SK021
Padáň;Dunajská Streda;501867;201;2;SK0211;SK021
Pataš;Dunajská Streda;501883;201;2;SK0211;SK021
Potônske Lúky;Dunajská Streda;582522;201;2;SK0211;SK021
Povoda;Dunajská Streda;555720;201;2;SK0211;SK021
Rohovce;Dunajská Streda;501891;201;2;SK0211;SK021
Sap;Dunajská Streda;501875;201;2;SK0211;SK021
Topoľníky;Dunajská Streda;501921;201;2;SK0211;SK021
Trhová Hradská;Dunajská Streda;555576;201;2;SK0211;SK021
Trnávka;Dunajská Streda;501956;201;2;SK0211;SK021
Trstená na Ostrove;Dunajská Streda;501964;201;2;SK0211;SK021
Veľká Paka;Dunajská Streda;501972;201;2;SK0211;SK021
Veľké Blahovo;Dunajská Streda;501981;201;2;SK0211;SK021
Veľké Dvorníky;Dunajská Streda;555673;201;2;SK0211;SK021
Veľký Meder;Dunajská Streda;501522;201;2;SK0211;SK021
Vieska;Dunajská Streda;555746;201;2;SK0211;SK021
Vojka nad Dunajom;Dunajská Streda;501999;201;2;SK0211;SK021
Vrakúň;Dunajská Streda;502006;201;2;SK0211;SK021
Vydrany;Dunajská Streda;502014;201;2;SK0211;SK021
Zlaté Klasy;Dunajská Streda;502022;201;2;SK0211;SK021
Čakany;Dunajská Streda;501514;201;2;SK0211;SK021
Čenkovce;Dunajská Streda;580554;201;2;SK0211;SK021
Čiližská Radvaň;Dunajská Streda;501531;201;2;SK0211;SK021
Ňárad;Dunajská Streda;501930;201;2;SK0211;SK021
Šamorín;Dunajská Streda;501905;201;2;SK0211;SK021
Štvrtok na Ostrove;Dunajská Streda;501913;201;2;SK0211;SK021
Abrahám;Galanta;503673;202;2;SK0212;SK021
Dolná Streda;Galanta;555789;202;2;SK0212;SK021
Dolné Saliby;Galanta;503746;202;2;SK0212;SK021
Dolný Chotár;Galanta;503754;202;2;SK0212;SK021
Galanta;Galanta;503665;202;2;SK0212;SK021
Gáň;Galanta;503762;202;2;SK0212;SK021
Horné Saliby;Galanta;503771;202;2;SK0212;SK021
Hoste;Galanta;503789;202;2;SK0212;SK021
Jelka;Galanta;503835;202;2;SK0212;SK021
Jánovce;Galanta;503827;202;2;SK0212;SK021
Kajal;Galanta;503843;202;2;SK0212;SK021
Košúty;Galanta;503860;202;2;SK0212;SK021
Kráľov Brod;Galanta;503878;202;2;SK0212;SK021
Malá Mača;Galanta;582638;202;2;SK0212;SK021
Matúškovo;Galanta;555754;202;2;SK0212;SK021
Mostová;Galanta;503924;202;2;SK0212;SK021
Pata;Galanta;503959;202;2;SK0212;SK021
Pusté Sady;Galanta;503967;202;2;SK0212;SK021
Pusté Úľany;Galanta;503975;202;2;SK0212;SK021
Sereď;Galanta;504009;202;2;SK0212;SK021
Sládkovičovo;Galanta;504017;202;2;SK0212;SK021
Tomášikovo;Galanta;504076;202;2;SK0212;SK021
Topoľnica;Galanta;504084;202;2;SK0212;SK021
Trstice;Galanta;504106;202;2;SK0212;SK021
Veľká Mača;Galanta;504122;202;2;SK0212;SK021
Veľké Úľany;Galanta;504131;202;2;SK0212;SK021
Veľký Grob;Galanta;504149;202;2;SK0212;SK021
Vinohrady nad Váhom;Galanta;504157;202;2;SK0212;SK021
Vozokany;Galanta;504173;202;2;SK0212;SK021
Váhovce;Galanta;504114;202;2;SK0212;SK021
Zemianske Sady;Galanta;504181;202;2;SK0212;SK021
Čierna Voda;Galanta;503690;202;2;SK0212;SK021
Čierny Brod;Galanta;503703;202;2;SK0212;SK021
Šalgočka;Galanta;504033;202;2;SK0212;SK021
Šintava;Galanta;504041;202;2;SK0212;SK021
Šoporňa;Galanta;504050;202;2;SK0212;SK021
Gelnica;Gelnica;526509;801;8;SK0421;SK042
Helcmanovce;Gelnica;526541;801;8;SK0421;SK042
Henclová;Gelnica;526550;801;8;SK0421;SK042
Hrišovce;Gelnica;543144;801;8;SK0421;SK042
Jaklovce;Gelnica;543187;801;8;SK0421;SK042
Kluknava;Gelnica;543233;801;8;SK0421;SK042
Kojšov;Gelnica;543241;801;8;SK0421;SK042
Margecany;Gelnica;543322;801;8;SK0421;SK042
Mníšek nad Hnilcom;Gelnica;543365;801;8;SK0421;SK042
Nálepkovo;Gelnica;543373;801;8;SK0421;SK042
Prakovce;Gelnica;543497;801;8;SK0421;SK042
Richnava;Gelnica;543501;801;8;SK0421;SK042
Smolnícka Huta;Gelnica;543551;801;8;SK0421;SK042
Smolník;Gelnica;543560;801;8;SK0421;SK042
Stará Voda;Gelnica;543632;801;8;SK0421;SK042
Veľký Folkmar;Gelnica;543705;801;8;SK0421;SK042
Závadka;Gelnica;526631;801;8;SK0421;SK042
Úhorná;Gelnica;543683;801;8;SK0421;SK042
Švedlár;Gelnica;543659;801;8;SK0421;SK042
Žakarovce;Gelnica;526649;801;8;SK0421;SK042
Bojničky;Hlohovec;506800;203;2;SK0213;SK021
Dolné Otrokovce;Hlohovec;506958;203;2;SK0213;SK021
Dolné Trhovište;Hlohovec;506966;203;2;SK0213;SK021
Dolné Zelenice;Hlohovec;556521;203;2;SK0213;SK021
Dvorníky;Hlohovec;507024;203;2;SK0213;SK021
Hlohovec;Hlohovec;507032;203;2;SK0213;SK021
Horné Otrokovce;Hlohovec;507075;203;2;SK0213;SK021
Horné Trhovište;Hlohovec;556602;203;2;SK0213;SK021
Horné Zelenice;Hlohovec;556530;203;2;SK0213;SK021
Jalšové;Hlohovec;507130;203;2;SK0213;SK021
Koplotovce;Hlohovec;507202;203;2;SK0213;SK021
Kľačany;Hlohovec;507172;203;2;SK0213;SK021
Leopoldov;Hlohovec;507253;203;2;SK0213;SK021
Madunice;Hlohovec;507288;203;2;SK0213;SK021
Merašice;Hlohovec;507326;203;2;SK0213;SK021
Pastuchov;Hlohovec;507415;203;2;SK0213;SK021
Ratkovce;Hlohovec;518620;203;2;SK0213;SK021
Sasinkovo;Hlohovec;507521;203;2;SK0213;SK021
Siladice;Hlohovec;507539;203;2;SK0213;SK021
Tekolďany;Hlohovec;556611;203;2;SK0213;SK021
Tepličky;Hlohovec;556645;203;2;SK0213;SK021
Trakovice;Hlohovec;507661;203;2;SK0213;SK021
Červeník;Hlohovec;506885;203;2;SK0213;SK021
Žlkovce;Hlohovec;507792;203;2;SK0213;SK021
Adidovce;Humenné;520012;702;7;SK0412;SK041
Baškovce;Humenné;520021;702;7;SK0412;SK041
Brekov;Humenné;520055;702;7;SK0412;SK041
Brestov;Humenné;520063;702;7;SK0412;SK041
Chlmec;Humenné;520268;702;7;SK0412;SK041
Dedačov;Humenné;520152;702;7;SK0412;SK041
Gruzovce;Humenné;559644;702;7;SK0412;SK041
Hankovce;Humenné;520195;702;7;SK0412;SK041
Hažín nad Cirochou;Humenné;559598;702;7;SK0412;SK041
Hrabovec nad Laborcom;Humenné;520225;702;7;SK0412;SK041
Hrubov;Humenné;520233;702;7;SK0412;SK041
Hudcovce;Humenné;520241;702;7;SK0412;SK041
Humenné;Humenné;520004;702;7;SK0412;SK041
Jabloň;Humenné;520276;702;7;SK0412;SK041
Jankovce;Humenné;520292;702;7;SK0412;SK041
Jasenov;Humenné;559547;702;7;SK0412;SK041
Kamenica nad Cirochou;Humenné;520331;702;7;SK0412;SK041
Kamienka;Humenné;520349;702;7;SK0412;SK041
Karná;Humenné;520357;702;7;SK0412;SK041
Kochanovce;Humenné;520373;702;7;SK0412;SK041
Košarovce;Humenné;528803;702;7;SK0412;SK041
Koškovce;Humenné;520403;702;7;SK0412;SK041
Lackovce;Humenné;582140;702;7;SK0412;SK041
Lieskovec;Humenné;520446;702;7;SK0412;SK041
